country,measure,description,date_start,date_end
Slovenia,GymsSportsCentres,Closure of gyms/sports centres,2020-03-15,2020-05-17
Slovenia,GymsSportsCentres,Closure of gyms/sports centres,2021-04-01,2021-05-16
Slovenia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-05-18,2020-06-01
Slovenia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-05-17,2022-03-20
Slovenia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-03-10,2020-03-19
Slovenia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-05-18,2020-05-31
Slovenia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2021-04-19,2021-04-22
Slovenia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2021-06-21,2021-11-07
Slovenia,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2022-02-21,
Slovenia,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2021-05-23,2021-06-20
Slovenia,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-03-07,2020-03-09
Slovenia,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-03-30,2020-06-11
Slovenia,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2020-06-25,2022-04-13
Slovenia,MassGather50,,2020-03-20,2020-05-31
Slovenia,MassGather50,,2020-10-17,2021-04-18
Slovenia,MassGather50,,2021-04-23,2021-06-20
Slovenia,MassGather50,,2021-11-08,2022-02-20
Slovenia,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-07,2020-06-14
Slovenia,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-10-17,
Slovenia,NonEssentialShops,Closures of non-essential shops,2020-03-16,2020-05-17
Slovenia,NonEssentialShops,Closures of non-essential shops,2021-04-01,2021-04-11
Slovenia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-10-24,2021-02-14
Slovenia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-05-24,2022-05-30
Slovenia,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2021-04-19,2021-04-22
Slovenia,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2021-06-21,2021-11-07
Slovenia,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2022-02-21,
Slovenia,OutdoorOver50,Interventions are in place to limit outdoor mass/public gatherings of over 50 participants,2020-05-18,2020-05-31
Slovenia,OutdoorOver50,Interventions are in place to limit outdoor mass/public gatherings of over 50 participants,2021-05-23,2021-06-20
Slovenia,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-03-10,2020-03-17
Slovenia,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-06-01,2020-06-14
Slovenia,PlaceOfWorship,Closure of places of worship,2021-04-01,2021-04-11
Slovenia,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2021-04-12,
Slovenia,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-19,2020-05-17
Slovenia,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-11-13,2021-04-11
Slovenia,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2020-10-14,2020-11-12
Slovenia,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-04-12,2022-02-20
Slovenia,QuarantineForInternationalTravellers,,2020-04-04,2022-02-18
Slovenia,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-15,2020-05-17
Slovenia,RestaurantsCafes,Closure of restaurants and cafes/bars,2021-02-15,2021-04-25
Slovenia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-09-21,2021-02-14
Slovenia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-04-26,2022-02-21
Slovenia,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-10-20,2021-04-12
Slovenia,Teleworking,Teleworking recommendation,2020-03-04,2022-05-14
Slovenia,WorkplaceClosures,Closures of workplaces,2020-03-15,2020-05-04
Spain,AdaptationOfWorkplacePartial,Adaptation of workplaces (e.g. to reduce risk of transmission) - partially relaxed measure,2020-03-09,2020-05-19
Spain,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-14,2020-05-17
Spain,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-12-23,2021-01-05
Spain,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2021-03-17,2021-03-21
Spain,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2021-03-26,2021-04-09
Spain,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-12,2020-08-27
Spain,ClosHigh,Closure of educational institutions: higher education.,2020-03-14,2020-08-27
Spain,ClosPrim,Closure of educational institutions: primary schools.,2020-03-12,2020-08-27
Spain,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-14,2020-06-21
Spain,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-08-14,2021-05-08
Spain,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2021-08-04,2022-03-31
Spain,ClosSec,Closure of educational institutions: secondary schools.,2020-03-12,2020-08-27
Spain,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2020-03-14,2020-06-21
Spain,EntertainmentVenues,Closure of entertainment venues,2020-03-14,2020-05-21
Spain,EntertainmentVenues,Closure of entertainment venues,2020-08-14,2021-05-08
Spain,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-22,2020-06-21
Spain,GymsSportsCentres,Closure of gyms/sports centres,2020-03-14,2020-04-23
Spain,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-04-24,2020-06-21
Spain,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-10-01,2021-05-08
Spain,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-08-04,2022-03-31
Spain,HotelsOtherAccommodation,,2020-03-14,2020-05-21
Spain,HotelsOtherAccommodationPartial,,2020-05-22,2020-06-21
Spain,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-05-18,2020-10-24
Spain,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2021-03-30,2021-06-25
Spain,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2021-12-24,2022-02-08
Spain,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2020-05-21,2021-03-29
Spain,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2021-06-26,2021-12-23
Spain,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2022-02-09,2022-04-19
Spain,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-05-04,2020-05-20
Spain,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-04-20,
Spain,MasksVoluntaryClosedSpaces,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced),2020-03-13,2020-05-03
Spain,MasksVoluntaryClosedSpaces,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced),2022-07-05,
Spain,MassGather50,,2020-03-14,2020-05-17
Spain,MassGather50,,2020-12-23,2021-01-05
Spain,MassGather50,,2021-03-17,2021-03-21
Spain,MassGather50,,2021-03-26,2021-04-09
Spain,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-14,2020-05-17
Spain,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-12-23,2021-01-05
Spain,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2021-03-17,2021-03-21
Spain,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2021-03-26,2021-04-09
Spain,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-05-18,2020-10-24
Spain,NonEssentialShops,Closures of non-essential shops,2020-03-14,2020-05-21
Spain,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-05-22,2020-06-21
Spain,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-10-01,2021-05-08
Spain,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-05-18,2020-10-24
Spain,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-03-14,2020-06-21
Spain,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-10-01,2021-05-08
Spain,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2020-05-25,2021-05-08
Spain,QuarantineForInternationalTravellers,,2020-05-15,2021-12-26
Spain,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-10-25,2021-06-07
Spain,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-07-19,2021-09-10
Spain,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-12-24,2022-01-29
Spain,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-14,2020-05-21
Spain,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-05-22,2020-06-21
Spain,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-08-14,2021-05-08
Spain,SocialCirclePartial,Social circle/bubble to limit social contacts e.g. to limited number of households - partially relaxed measure,2020-08-27,2020-08-28
Spain,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-03-12,2020-03-13
Spain,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-14,2020-04-23
Spain,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-04-24,2020-06-21
Spain,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-12,2020-03-13
Spain,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-03-12,
Sweden,AdaptationOfWorkplace,Adaptation of workplaces (e.g. to reduce risk of transmission),2020-07-08,2020-12-31
Sweden,AdaptationOfWorkplacePartial,Adaptation of workplaces (e.g. to reduce risk of transmission) - partially relaxed measure,2020-03-25,2020-07-07
