sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023,percentage_2016,percentage_2017,percentage_2018,percentage_2019,percentage_2020,percentage_2021,percentage_2022,percentage_2023
Males,65 years or over,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Total,65 years or over,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 15 to 29 years,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0054271138608488,0.0,
Total,From 15 to 29 years,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0054271138608488,0.0,
Females,From 30 to 44 years,Drug dependence,Estonia,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Males,From 30 to 44 years,Drug dependence,Estonia,,,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.005805515239477504,
Total,From 30 to 44 years,Drug dependence,Estonia,,,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.005805515239477504,
Females,From 45 to 64 years,Drug dependence,Estonia,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Males,From 45 to 64 years,Drug dependence,Estonia,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Total,From 45 to 64 years,Drug dependence,Estonia,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Females,Less than 15 years,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Total,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0054271138608488,0.005805515239477504,
Total,Total,Drug dependence,Estonia,,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0054271138608488,0.005805515239477504,
Females,65 years or over,Intentional self-harm,Estonia,18.0,20.0,26.0,22.0,17.0,17.0,17.0,,0.11750114237221751,0.1292156609381057,0.16613418530351437,0.14441381121176317,0.10809436001780377,0.09226093563442961,0.09869375907111755,
Males,65 years or over,Intentional self-harm,Estonia,35.0,40.0,47.0,40.0,44.0,46.0,47.0,,0.22847444350153406,0.2584313218762114,0.3003194888178914,0.2625705658395694,0.2797736376931392,0.24964723759904484,0.2728592162554427,
Total,65 years or over,Intentional self-harm,Estonia,53.0,60.0,73.0,62.0,61.0,63.0,64.0,,0.34597558587375155,0.3876469828143171,0.46645367412140576,0.4069843770513325,0.387867997710943,0.34190817323347444,0.37155297532656023,
Females,From 15 to 29 years,Intentional self-harm,Estonia,8.0,7.0,7.0,7.0,6.0,12.0,11.0,,0.05222272994320778,0.045225481328336994,0.04472843450479233,0.045949849021924644,0.03815095059451898,0.0651253663301856,0.06386066763425254,
Males,From 15 to 29 years,Intentional self-harm,Estonia,21.0,27.0,26.0,31.0,23.0,25.0,17.0,,0.1370846661009204,0.1744411422664427,0.16613418530351437,0.20349218852566625,0.14624531061232277,0.13567784652122003,0.09869375907111755,
Total,From 15 to 29 years,Intentional self-harm,Estonia,29.0,34.0,33.0,38.0,29.0,37.0,28.0,,0.18930739604412822,0.21966662359477968,0.2108626198083067,0.24944203754759092,0.18439626120684174,0.2008032128514056,0.1625544267053701,
Females,From 30 to 44 years,Intentional self-harm,Estonia,,,0.0,5.0,10.0,6.0,9.0,,,,0.0,0.032821320729946174,0.06358491765753163,0.0325626831650928,0.05224963715529753,
Males,From 30 to 44 years,Intentional self-harm,Estonia,,,0.0,27.0,42.0,40.0,31.0,,,,0.0,0.17723513194170934,0.2670566541616329,0.21708455443395203,0.1799709724238026,
Total,From 30 to 44 years,Intentional self-harm,Estonia,,,0.0,32.0,52.0,46.0,40.0,,,,0.0,0.2100564526716555,0.33064157181916454,0.24964723759904484,0.23222060957910012,
Females,From 45 to 64 years,Intentional self-harm,Estonia,,,0.0,9.0,12.0,2.0,8.0,,,,0.0,0.059078377313903106,0.07630190118903796,0.0108542277216976,0.04644412191582003,
Males,From 45 to 64 years,Intentional self-harm,Estonia,,,0.0,53.0,60.0,40.0,52.0,,,,0.0,0.3479059997374294,0.3815095059451898,0.21708455443395203,0.3018867924528302,
Total,From 45 to 64 years,Intentional self-harm,Estonia,,,0.0,62.0,72.0,42.0,60.0,,,,0.0,0.4069843770513325,0.4578114071342278,0.22793878215564964,0.3483309143686502,
Females,Less than 15 years,Intentional self-harm,Estonia,0.0,1.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.006460783046905285,0.0,0.0,0.012716983531506326,0.0,0.005805515239477504,
Males,Less than 15 years,Intentional self-harm,Estonia,0.0,0.0,1.0,1.0,1.0,1.0,3.0,,0.0,0.0,0.006389776357827476,0.006564264145989235,0.006358491765753163,0.0054271138608488,0.017416545718432513,
Total,Less than 15 years,Intentional self-harm,Estonia,0.0,1.0,1.0,1.0,3.0,1.0,4.0,,0.0,0.006460783046905285,0.006389776357827476,0.006564264145989235,0.01907547529725949,0.0054271138608488,0.023222060957910014,
Females,Total,Intentional self-harm,Estonia,39.0,54.0,46.0,43.0,47.0,37.0,46.0,,0.25458580847313794,0.3488822845328854,0.2939297124600639,0.28226335827753707,0.2988491129903987,0.2008032128514056,0.26705370101596515,
Males,Total,Intentional self-harm,Estonia,148.0,173.0,148.0,152.0,170.0,152.0,150.0,,0.9661205039493439,1.1177154671146143,0.9456869009584664,0.9977681501903637,1.080943600178038,0.8249213068490178,0.8708272859216255,
Total,Total,Intentional self-harm,Estonia,187.0,227.0,194.0,195.0,217.0,189.0,196.0,,1.220706312422482,1.4665977516474997,1.2396166134185305,1.2800315084679008,1.3797927131684364,1.0257245197004234,1.1378809869375905,
Females,65 years or over,Mental and behavioural disorders,Estonia,40.0,66.0,65.0,103.0,94.0,109.0,122.0,0.0,0.2611136497160389,0.4264116810957488,0.41533546325878595,0.6761192070368911,0.5976982259807974,0.5915554108325193,0.7082728592162554,
Males,65 years or over,Mental and behavioural disorders,Estonia,26.0,47.0,48.0,40.0,45.0,74.0,57.0,0.0,0.1697238723154253,0.30365680320454835,0.30670926517571884,0.2625705658395694,0.2861321294588924,0.4016064257028112,0.3309143686502177,
Total,65 years or over,Mental and behavioural disorders,Estonia,66.0,113.0,113.0,143.0,139.0,183.0,179.0,0.0,0.4308375220314642,0.7300684843002972,0.7220447284345048,0.9386897728764606,0.8838303554396897,0.9931618365353304,1.039187227866473,
Females,From 15 to 29 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01312852829197847,0.012716983531506326,0.0,0.0,
Males,From 15 to 29 years,Mental and behavioural disorders,Estonia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006527841242900972,0.0,0.0,0.0,0.0,0.0054271138608488,0.0,
Total,From 15 to 29 years,Mental and behavioural disorders,Estonia,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.006527841242900972,0.0,0.0,0.01312852829197847,0.012716983531506326,0.0054271138608488,0.0,
Females,From 30 to 44 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,1.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.006564264145989235,0.050867934126025305,0.0054271138608488,0.017416545718432513,
Males,From 30 to 44 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,6.0,4.0,6.0,13.0,0.0,0.0,0.0,0.0,0.03938558487593541,0.025433967063012652,0.0325626831650928,0.07547169811320754,
Total,From 30 to 44 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,7.0,12.0,7.0,16.0,0.0,0.0,0.0,0.0,0.045949849021924644,0.07630190118903796,0.0379897970259416,0.09288824383164006,
Females,From 45 to 64 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,3.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.019692792437967704,0.0699434094232848,0.027135569304244003,0.03483309143686503,
Males,From 45 to 64 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,32.0,33.0,48.0,43.0,0.0,0.0,0.0,0.0,0.2100564526716555,0.2098302282698544,0.2605014653207424,0.24963715529753264,
Total,From 45 to 64 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,35.0,44.0,53.0,49.0,0.0,0.0,0.0,0.0,0.2297492451096232,0.2797736376931392,0.2876370346249864,0.28447024673439764,
Females,Less than 15 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Mental and behavioural disorders,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Mental and behavioural disorders,Estonia,52.0,75.0,67.0,109.0,115.0,115.0,131.0,0.0,0.3394477446308506,0.4845587285178964,0.42811501597444085,0.7155047919128266,0.7312265530616138,0.6241180939976121,0.760522496371553,
Males,Total,Mental and behavioural disorders,Estonia,75.0,90.0,87.0,78.0,82.0,129.0,113.0,0.0,0.48958809321757296,0.5814704742214756,0.5559105431309904,0.5120126033871603,0.5213963247917593,0.7000976880494952,0.656023222060958,
Total,Total,Mental and behavioural disorders,Estonia,127.0,165.0,154.0,187.0,197.0,244.0,244.0,0.0,0.8290358378484235,1.0660292027393719,0.9840255591054312,1.227517395299987,1.2526228778533732,1.3242157820471074,1.4165457184325108,
Females,65 years or over,Total,Estonia,7040.0,7264.0,7430.0,7236.0,7416.0,8759.0,8175.0,,45.95600235002284,46.93112805271999,47.47603833865815,47.4990153603781,47.15457493482546,47.536090307174646,47.46008708272859,
Males,65 years or over,Total,Estonia,4959.0,5082.0,5124.0,5100.0,5208.0,6295.0,5850.0,,32.37156472354592,32.83369944437266,32.74121405750799,33.47774714454509,33.115025116042474,34.1636817540432,33.9622641509434,
Total,65 years or over,Total,Estonia,11999.0,12346.0,12554.0,12336.0,12624.0,15054.0,14025.0,,78.32756707356877,79.76482749709265,80.21725239616615,80.9767625049232,80.26960005086792,81.69977206121784,81.42235123367199,
Females,From 15 to 29 years,Total,Estonia,57.0,33.0,28.0,33.0,22.0,36.0,37.0,,0.3720869508453554,0.2132058405478744,0.17891373801916932,0.21662071681764475,0.1398868188465696,0.19537609899055683,0.2148040638606676,
Males,From 15 to 29 years,Total,Estonia,108.0,99.0,74.0,76.0,60.0,82.0,69.0,,0.705006854233305,0.6396175216436232,0.4728434504792332,0.49888407509518184,0.3815095059451898,0.44502333658960164,0.4005805515239477,
Total,From 15 to 29 years,Total,Estonia,165.0,132.0,102.0,109.0,82.0,118.0,106.0,,1.0770938050786605,0.8528233621914976,0.6517571884984026,0.7155047919128266,0.5213963247917593,0.6403994355801584,0.6153846153846154,
Females,From 30 to 44 years,Total,Estonia,,,0.0,113.0,99.0,120.0,127.0,,,,0.0,0.7417618484967835,0.6294906848095632,0.6512536633018561,0.7373004354136429,
Males,From 30 to 44 years,Total,Estonia,,,0.0,254.0,319.0,345.0,370.0,,,,0.0,1.6673230930812657,2.028358873275259,1.872354281992836,2.1480406386066764,
Total,From 30 to 44 years,Total,Estonia,,,0.0,367.0,418.0,465.0,497.0,,,,0.0,2.4090849415780493,2.6578495580848225,2.523607945294692,2.885341074020319,
Females,From 45 to 64 years,Total,Estonia,,,0.0,668.0,740.0,752.0,687.0,,,,0.0,4.3849284495208085,4.705283906657341,4.081189623358298,3.9883889695210453,
Males,From 45 to 64 years,Total,Estonia,,,0.0,1700.0,1814.0,1981.0,1855.0,,,,0.0,11.1592490481817,11.534304063076238,10.751112558341475,10.76923076923077,
Total,From 45 to 64 years,Total,Estonia,,,0.0,2368.0,2554.0,2733.0,2542.0,,,,0.0,15.544177497702508,16.23958796973358,14.832302181699772,14.757619738751815,
Females,Less than 15 years,Total,Estonia,22.0,27.0,19.0,17.0,18.0,16.0,22.0,,0.1436125073438214,0.1744411422664427,0.12140575079872204,0.11159249048181699,0.11445285178355695,0.0868338217735808,0.12772133526850507,
Males,Less than 15 years,Total,Estonia,36.0,33.0,33.0,32.0,24.0,38.0,32.0,,0.23500228474443502,0.2132058405478744,0.2108626198083067,0.2100564526716555,0.15260380237807591,0.20623032671225444,0.18577648766328012,
Total,Less than 15 years,Total,Estonia,58.0,60.0,52.0,49.0,42.0,54.0,54.0,,0.37861479208825644,0.3876469828143171,0.33226837060702874,0.3216489431534725,0.2670566541616329,0.29306414848583523,0.3134978229317852,
Females,Total,Total,Estonia,8007.0,8158.0,8269.0,8068.0,8299.0,9683.0,9048.0,,52.26842483190809,52.70706809665331,52.837060702875405,52.96048312984114,52.7691231639855,52.55074351459894,52.52830188679245,
Males,Total,Total,Estonia,7312.0,7320.0,7381.0,7166.0,7428.0,8743.0,8177.0,,47.73157516809191,47.292931903346684,47.1629392971246,47.039516870158856,47.230876836014495,47.449256485401065,47.471698113207545,
Total,Total,Total,Estonia,15319.0,15478.0,15650.0,15234.0,15727.0,18426.0,17225.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Females,65 years or over,Use of alcohol,Estonia,1.0,5.0,5.0,3.0,8.0,6.0,8.0,,0.006527841242900972,0.03230391523452642,0.03194888178913738,0.019692792437967704,0.050867934126025305,0.0325626831650928,0.04644412191582003,
Males,65 years or over,Use of alcohol,Estonia,12.0,13.0,15.0,9.0,11.0,29.0,22.0,,0.07833409491481168,0.0839901796097687,0.09584664536741214,0.059078377313903106,0.0699434094232848,0.1573863019646152,0.12772133526850507,
Total,65 years or over,Use of alcohol,Estonia,13.0,18.0,20.0,12.0,19.0,35.0,30.0,,0.08486193615771265,0.11629409484429512,0.12779552715654952,0.07877116975187082,0.1208113435493101,0.189948985129708,0.1741654571843251,
Females,From 15 to 29 years,Use of alcohol,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Estonia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.006527841242900972,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Use of alcohol,Estonia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.006527841242900972,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Use of alcohol,Estonia,,,0.0,1.0,2.0,1.0,1.0,,,,0.0,0.006564264145989235,0.012716983531506326,0.0054271138608488,0.005805515239477504,
Males,From 30 to 44 years,Use of alcohol,Estonia,,,0.0,4.0,4.0,6.0,8.0,,,,0.0,0.02625705658395694,0.025433967063012652,0.0325626831650928,0.04644412191582003,
Total,From 30 to 44 years,Use of alcohol,Estonia,,,0.0,5.0,6.0,7.0,9.0,,,,0.0,0.032821320729946174,0.03815095059451898,0.0379897970259416,0.05224963715529753,
Females,From 45 to 64 years,Use of alcohol,Estonia,,,0.0,3.0,11.0,5.0,2.0,,,,0.0,0.019692792437967704,0.0699434094232848,0.027135569304244003,0.011611030478955007,
Males,From 45 to 64 years,Use of alcohol,Estonia,,,0.0,28.0,31.0,38.0,38.0,,,,0.0,0.18379939608769857,0.19711324473834804,0.20623032671225444,0.22060957910014514,
Total,From 45 to 64 years,Use of alcohol,Estonia,,,0.0,31.0,42.0,43.0,40.0,,,,0.0,0.20349218852566625,0.2670566541616329,0.2333658960164984,0.23222060957910012,
Females,Less than 15 years,Use of alcohol,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Estonia,9.0,9.0,7.0,7.0,21.0,12.0,11.0,,0.058750571186108755,0.05814704742214756,0.04472843450479233,0.045949849021924644,0.13352832708081644,0.0651253663301856,0.06386066763425254,
Males,Total,Use of alcohol,Estonia,54.0,54.0,46.0,41.0,46.0,73.0,68.0,,0.3525034271166525,0.3488822845328854,0.2939297124600639,0.2691348299855586,0.29249062122464553,0.3961793118419625,0.3947750362844702,
Total,Total,Use of alcohol,Estonia,63.0,63.0,53.0,48.0,67.0,85.0,79.0,,0.41125399830276127,0.407029331955033,0.33865814696485624,0.31508467900748327,0.4260189483054619,0.4613046781721481,0.4586357039187228,
Females,65 years or over,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,190649.0,231345.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6740940993141846,4.366206061447917,,
Males,65 years or over,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,208075.0,254470.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0099194315983775,4.802647372783728,,
Total,65 years or over,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,398738.0,485828.0,0.0,0.0,0.0,0.0,0.0,0.0,7.684283332051778,9.169098785022882,,
Females,From 15 to 29 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,177.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003411057260088491,0.008172068661985122,,
Males,From 15 to 29 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,276.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005318936744544765,0.012550636628683848,,
Total,From 15 to 29 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,453.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008729994004633257,0.02072270529066897,,
Females,From 30 to 44 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,987.0,2515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019020980314730738,0.047465941535548686,,
Males,From 30 to 44 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,1976.0,4877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03808050364934948,0.09204429298961071,,
Total,From 30 to 44 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,2963.0,7394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05710148396408022,0.1395479808007344,,
Females,From 45 to 64 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,11108.0,25349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21406793245798283,0.47841516977519827,,
Males,From 45 to 64 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,25987.0,48382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5008087289148001,0.9131201524345594,,
Total,From 45 to 64 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,37102.0,73736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7150115619423909,1.3916296878986951,,
Females,Less than 15 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,26.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005010592585440721,0.0015098510229995606,,
Males,Less than 15 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,30.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005781452983200832,0.0018118212275994726,,
Total,Less than 15 years,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,56.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010792045568641553,0.003321672250599033,,
Females,Total,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,202948.0,259722.0,0.0,0.0,0.0,0.0,0.0,0.0,3.911114400115475,4.901769092443649,,
Males,Total,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,236344.0,308494.0,0.0,0.0,0.0,0.0,0.0,0.0,4.554705746205392,5.822249768615331,,
Total,Total,COVID-19,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,439313.0,568236.0,0.0,0.0,0.0,0.0,0.0,0.0,8.466224848029691,10.724396323814728,,
Females,65 years or over,Drug dependence,European Union - 27 countries (from 2020),41.0,46.0,56.0,61.0,71.0,75.0,,,0.000903747178269862,0.000987049905243209,0.0011931816486957885,0.0013089370358369795,0.001368277206024197,0.001415485334062088,,
Males,65 years or over,Drug dependence,European Union - 27 countries (from 2020),51.0,43.0,62.0,82.0,84.0,90.0,,,0.0011241733193112916,0.0009226770853360434,0.0013210225396274803,0.001759554703912005,0.001618806835296233,0.0016985824008745058,,
Total,65 years or over,Drug dependence,European Union - 27 countries (from 2020),92.0,89.0,118.0,143.0,155.0,165.0,,,0.0020279204975811537,0.0019097269905792524,0.0025142041883232684,0.0030684917397489843,0.00298708404132043,0.0031140677349365937,,
Females,From 15 to 29 years,Drug dependence,European Union - 27 countries (from 2020),37.0,15.0,32.0,26.0,28.0,30.0,,,0.0008155767218532902,0.00032186409953582906,0.0006818180849690221,0.00055790758904527,0.0005396022784320777,0.0005661941336248353,,
Males,From 15 to 29 years,Drug dependence,European Union - 27 countries (from 2020),124.0,101.0,118.0,100.0,118.0,125.0,,,0.002733284148913729,0.0021672182702079153,0.0025142041883232684,0.002145798419404884,0.0022740381733923273,0.0023591422234368136,,
Total,From 15 to 29 years,Drug dependence,European Union - 27 countries (from 2020),161.0,116.0,150.0,126.0,146.0,155.0,,,0.003548860870767019,0.002489082369743745,0.0031960222732922905,0.002703706008450154,0.0028136404518244048,0.0029253363570616486,,
Females,From 30 to 44 years,Drug dependence,European Union - 27 countries (from 2020),,,18.0,52.0,111.0,107.0,,,,,0.0003835226727950749,0.00111581517809054,0.002139137603784308,0.002019425743261912,,
Males,From 30 to 44 years,Drug dependence,European Union - 27 countries (from 2020),,,90.0,252.0,455.0,463.0,,,,,0.0019176133639753744,0.005407412016900308,0.008768537024521262,0.008738262795609957,,
Total,From 30 to 44 years,Drug dependence,European Union - 27 countries (from 2020),,,108.0,304.0,566.0,570.0,,,,,0.002301136036770449,0.006523227194990848,0.01090767462830557,0.01075768853887187,,
Females,From 45 to 64 years,Drug dependence,European Union - 27 countries (from 2020),,,16.0,51.0,123.0,133.0,,,,,0.00034090904248451105,0.0010943571938964909,0.002370395723112341,0.0025101273257367696,,
Males,From 45 to 64 years,Drug dependence,European Union - 27 countries (from 2020),,,92.0,260.0,596.0,620.0,,,,,0.001960226994285938,0.005579075890452699,0.011485819926625654,0.011701345428246595,,
Total,From 45 to 64 years,Drug dependence,European Union - 27 countries (from 2020),,,108.0,311.0,719.0,753.0,,,,,0.002301136036770449,0.00667343308434919,0.013856215649737994,0.014211472753983365,,
