sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023
Females,Total,Use of alcohol,France,538.0,480.0,549.0,509.0,423.0,493.0,580.0,
Males,Total,Use of alcohol,France,2039.0,1985.0,2140.0,2170.0,2052.0,2205.0,2281.0,
Total,Total,Use of alcohol,France,2577.0,2465.0,2689.0,2679.0,2475.0,2698.0,2861.0,
Females,65 years or over,Drug dependence,Germany,20.0,26.0,31.0,33.0,28.0,31.0,32.0,
Males,65 years or over,Drug dependence,Germany,18.0,13.0,34.0,41.0,37.0,30.0,45.0,
Total,65 years or over,Drug dependence,Germany,38.0,39.0,65.0,74.0,65.0,61.0,77.0,
Females,From 15 to 29 years,Drug dependence,Germany,20.0,6.0,14.0,11.0,12.0,9.0,9.0,
Males,From 15 to 29 years,Drug dependence,Germany,65.0,49.0,46.0,38.0,42.0,56.0,48.0,
Total,From 15 to 29 years,Drug dependence,Germany,85.0,55.0,60.0,49.0,54.0,65.0,57.0,
Females,From 30 to 44 years,Drug dependence,Germany,,,0.0,0.0,46.0,43.0,54.0,
Males,From 30 to 44 years,Drug dependence,Germany,,,0.0,0.0,211.0,193.0,185.0,
Total,From 30 to 44 years,Drug dependence,Germany,,,0.0,0.0,257.0,236.0,239.0,
Females,From 45 to 64 years,Drug dependence,Germany,,,0.0,0.0,57.0,59.0,64.0,
Males,From 45 to 64 years,Drug dependence,Germany,,,0.0,0.0,264.0,223.0,260.0,
Total,From 45 to 64 years,Drug dependence,Germany,,,0.0,0.0,321.0,282.0,324.0,
Females,Less than 15 years,Drug dependence,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Germany,179.0,137.0,167.0,155.0,143.0,142.0,159.0,
Males,Total,Drug dependence,Germany,675.0,534.0,559.0,510.0,554.0,502.0,538.0,
Total,Total,Drug dependence,Germany,854.0,671.0,726.0,665.0,697.0,644.0,697.0,
Females,65 years or over,Intentional self-harm,Germany,949.0,888.0,921.0,914.0,921.0,1097.0,1232.0,
Males,65 years or over,Intentional self-harm,Germany,2718.0,2668.0,2772.0,2690.0,2794.0,2831.0,3265.0,
Total,65 years or over,Intentional self-harm,Germany,3667.0,3556.0,3693.0,3604.0,3715.0,3928.0,4497.0,
Females,From 15 to 29 years,Intentional self-harm,Germany,225.0,179.0,186.0,165.0,192.0,185.0,209.0,
Males,From 15 to 29 years,Intentional self-harm,Germany,722.0,664.0,712.0,647.0,660.0,617.0,607.0,
Total,From 15 to 29 years,Intentional self-harm,Germany,947.0,843.0,898.0,812.0,852.0,802.0,816.0,
Females,From 30 to 44 years,Intentional self-harm,Germany,,,0.0,0.0,314.0,270.0,301.0,
Males,From 30 to 44 years,Intentional self-harm,Germany,,,0.0,0.0,1143.0,1051.0,1094.0,
Total,From 30 to 44 years,Intentional self-harm,Germany,,,0.0,0.0,1457.0,1321.0,1395.0,
Females,From 45 to 64 years,Intentional self-harm,Germany,,,0.0,0.0,838.0,853.0,882.0,
Males,From 45 to 64 years,Intentional self-harm,Germany,,,0.0,0.0,2411.0,2359.0,2614.0,
Total,From 45 to 64 years,Intentional self-harm,Germany,,,0.0,0.0,3249.0,3212.0,3496.0,
Females,Less than 15 years,Intentional self-harm,Germany,8.0,12.0,5.0,11.0,10.0,15.0,12.0,
Males,Less than 15 years,Intentional self-harm,Germany,9.0,16.0,8.0,11.0,15.0,12.0,8.0,
Total,Less than 15 years,Intentional self-harm,Germany,17.0,28.0,13.0,22.0,25.0,27.0,20.0,
Females,Total,Intentional self-harm,Germany,2471.0,2257.0,2299.0,2204.0,2275.0,2420.0,2636.0,
Males,Total,Intentional self-harm,Germany,7436.0,7039.0,7180.0,6900.0,7023.0,6870.0,7588.0,
Total,Total,Intentional self-harm,Germany,9907.0,9296.0,9479.0,9104.0,9298.0,9290.0,10224.0,
Females,65 years or over,Mental and behavioural disorders,Germany,27905.0,32778.0,36281.0,36063.0,37015.0,37291.0,43107.0,0.0
Males,65 years or over,Mental and behavioural disorders,Germany,14887.0,17385.0,19041.0,19196.0,20075.0,20281.0,23289.0,0.0
Total,65 years or over,Mental and behavioural disorders,Germany,42792.0,50163.0,55322.0,55259.0,57090.0,57572.0,66396.0,0.0
Females,From 15 to 29 years,Mental and behavioural disorders,Germany,50.0,44.0,45.0,42.0,61.0,56.0,57.0,0.0
Males,From 15 to 29 years,Mental and behavioural disorders,Germany,91.0,101.0,86.0,75.0,88.0,107.0,96.0,0.0
Total,From 15 to 29 years,Mental and behavioural disorders,Germany,141.0,145.0,131.0,117.0,149.0,163.0,153.0,0.0
Females,From 30 to 44 years,Mental and behavioural disorders,Germany,0.0,0.0,0.0,0.0,189.0,188.0,216.0,0.0
Males,From 30 to 44 years,Mental and behavioural disorders,Germany,0.0,0.0,0.0,0.0,579.0,580.0,674.0,0.0
Total,From 30 to 44 years,Mental and behavioural disorders,Germany,0.0,0.0,0.0,0.0,768.0,768.0,890.0,0.0
Females,From 45 to 64 years,Mental and behavioural disorders,Germany,0.0,0.0,0.0,0.0,1095.0,1171.0,1227.0,0.0
Males,From 45 to 64 years,Mental and behavioural disorders,Germany,0.0,0.0,0.0,0.0,3205.0,3302.0,3563.0,0.0
Total,From 45 to 64 years,Mental and behavioural disorders,Germany,0.0,0.0,0.0,0.0,4300.0,4473.0,4790.0,0.0
Females,Less than 15 years,Mental and behavioural disorders,Germany,0.0,4.0,9.0,10.0,8.0,10.0,6.0,0.0
Males,Less than 15 years,Mental and behavioural disorders,Germany,0.0,8.0,6.0,14.0,10.0,8.0,8.0,0.0
Total,Less than 15 years,Mental and behavioural disorders,Germany,0.0,12.0,15.0,24.0,18.0,18.0,14.0,0.0
Females,Total,Mental and behavioural disorders,Germany,29153.0,33946.0,37531.0,37277.0,38368.0,38716.0,44613.0,0.0
Males,Total,Mental and behavioural disorders,Germany,18895.0,21099.0,22746.0,22739.0,23957.0,24278.0,27630.0,0.0
Total,Total,Mental and behavioural disorders,Germany,48048.0,55045.0,60277.0,60016.0,62325.0,62994.0,72243.0,0.0
Females,65 years or over,Total,Germany,413973.0,426499.0,436027.0,426200.0,445246.0,458746.0,484375.0,
Males,65 years or over,Total,Germany,358539.0,370107.0,380636.0,379186.0,403930.0,421777.0,440815.0,
Total,65 years or over,Total,Germany,772513.0,796608.0,816663.0,805386.0,849176.0,880523.0,925190.0,
Females,From 15 to 29 years,Total,Germany,1277.0,1286.0,1238.0,1167.0,1125.0,1141.0,1259.0,
Males,From 15 to 29 years,Total,Germany,3190.0,2962.0,3042.0,2885.0,2781.0,2839.0,2925.0,
Total,From 15 to 29 years,Total,Germany,4467.0,4248.0,4280.0,4052.0,3906.0,3980.0,4184.0,
Females,From 30 to 44 years,Total,Germany,,,0.0,0.0,4265.0,4483.0,4666.0,
Males,From 30 to 44 years,Total,Germany,,,0.0,0.0,8525.0,8745.0,9116.0,
Total,From 30 to 44 years,Total,Germany,,,0.0,0.0,12790.0,13228.0,13782.0,
Females,From 45 to 64 years,Total,Germany,,,0.0,0.0,41346.0,42965.0,43101.0,
Males,From 45 to 64 years,Total,Germany,,,0.0,0.0,77456.0,81958.0,79730.0,
Total,From 45 to 64 years,Total,Germany,,,0.0,0.0,118802.0,124923.0,122831.0,
Females,Less than 15 years,Total,Germany,1706.0,1647.0,1620.0,1582.0,1521.0,1523.0,1590.0,
Males,Less than 15 years,Total,Germany,2153.0,1985.0,2048.0,2039.0,1813.0,1869.0,1907.0,
Total,Less than 15 years,Total,Germany,3861.0,3637.0,3668.0,3621.0,3334.0,3392.0,3497.0,
Females,Total,Total,Germany,463486.0,475322.0,485711.0,474536.0,493503.0,508858.0,534991.0,
Males,Total,Total,Germany,450034.0,459386.0,471853.0,467773.0,494505.0,517188.0,534493.0,
Total,Total,Total,Germany,913523.0,934717.0,957564.0,942309.0,988008.0,1026046.0,1069484.0,
Females,65 years or over,Use of alcohol,Germany,529.0,556.0,566.0,553.0,611.0,606.0,670.0,
Males,65 years or over,Use of alcohol,Germany,1539.0,1570.0,1620.0,1536.0,1581.0,1604.0,1873.0,
Total,65 years or over,Use of alcohol,Germany,2068.0,2126.0,2186.0,2089.0,2192.0,2210.0,2543.0,
Females,From 15 to 29 years,Use of alcohol,Germany,2.0,4.0,3.0,2.0,0.0,4.0,2.0,
Males,From 15 to 29 years,Use of alcohol,Germany,13.0,12.0,12.0,11.0,16.0,17.0,14.0,
Total,From 15 to 29 years,Use of alcohol,Germany,15.0,16.0,15.0,13.0,16.0,21.0,16.0,
Females,From 30 to 44 years,Use of alcohol,Germany,,,0.0,0.0,56.0,46.0,44.0,
Males,From 30 to 44 years,Use of alcohol,Germany,,,0.0,0.0,250.0,266.0,300.0,
Total,From 30 to 44 years,Use of alcohol,Germany,,,0.0,0.0,306.0,312.0,344.0,
Females,From 45 to 64 years,Use of alcohol,Germany,,,0.0,0.0,497.0,467.0,496.0,
Males,From 45 to 64 years,Use of alcohol,Germany,,,0.0,0.0,2035.0,1985.0,2120.0,
Total,From 45 to 64 years,Use of alcohol,Germany,,,0.0,0.0,2532.0,2452.0,2616.0,
Females,Less than 15 years,Use of alcohol,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Germany,1147.0,1082.0,1113.0,1048.0,1164.0,1123.0,1212.0,
Males,Total,Use of alcohol,Germany,4333.0,4051.0,4020.0,3787.0,3882.0,3872.0,4307.0,
Total,Total,Use of alcohol,Germany,5480.0,5133.0,5133.0,4835.0,5046.0,4995.0,5519.0,
Females,65 years or over,Drug dependence,Greece,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,65 years or over,Drug dependence,Greece,,0.0,0.0,0.0,0.0,1.0,0.0,
Total,65 years or over,Drug dependence,Greece,,0.0,0.0,0.0,0.0,1.0,0.0,
Females,From 15 to 29 years,Drug dependence,Greece,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Greece,,0.0,0.0,1.0,0.0,2.0,1.0,
Total,From 15 to 29 years,Drug dependence,Greece,,0.0,0.0,1.0,0.0,2.0,1.0,
Females,From 30 to 44 years,Drug dependence,Greece,,,0.0,2.0,0.0,2.0,2.0,
Males,From 30 to 44 years,Drug dependence,Greece,,,0.0,7.0,5.0,10.0,17.0,
Total,From 30 to 44 years,Drug dependence,Greece,,,0.0,9.0,5.0,12.0,19.0,
Females,From 45 to 64 years,Drug dependence,Greece,,,0.0,1.0,2.0,0.0,1.0,
Males,From 45 to 64 years,Drug dependence,Greece,,,0.0,4.0,1.0,10.0,16.0,
Total,From 45 to 64 years,Drug dependence,Greece,,,0.0,5.0,3.0,10.0,17.0,
Females,Less than 15 years,Drug dependence,Greece,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Greece,,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Greece,,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Greece,,0.0,0.0,3.0,2.0,2.0,3.0,
Males,Total,Drug dependence,Greece,,3.0,6.0,12.0,6.0,23.0,34.0,
Total,Total,Drug dependence,Greece,,3.0,6.0,15.0,8.0,25.0,37.0,
Females,65 years or over,Intentional self-harm,Greece,14.0,34.0,34.0,28.0,22.0,33.0,25.0,
Males,65 years or over,Intentional self-harm,Greece,134.0,127.0,147.0,142.0,122.0,133.0,147.0,
Total,65 years or over,Intentional self-harm,Greece,148.0,161.0,181.0,170.0,144.0,166.0,172.0,
Females,From 15 to 29 years,Intentional self-harm,Greece,7.0,11.0,17.0,11.0,10.0,7.0,11.0,
Males,From 15 to 29 years,Intentional self-harm,Greece,32.0,48.0,38.0,45.0,36.0,27.0,33.0,
Total,From 15 to 29 years,Intentional self-harm,Greece,39.0,59.0,55.0,56.0,46.0,34.0,44.0,
Females,From 30 to 44 years,Intentional self-harm,Greece,,,0.0,20.0,17.0,11.0,24.0,
Males,From 30 to 44 years,Intentional self-harm,Greece,,,0.0,83.0,71.0,80.0,84.0,
Total,From 30 to 44 years,Intentional self-harm,Greece,,,0.0,103.0,88.0,91.0,108.0,
Females,From 45 to 64 years,Intentional self-harm,Greece,,,0.0,31.0,38.0,26.0,31.0,
Males,From 45 to 64 years,Intentional self-harm,Greece,,,0.0,167.0,147.0,148.0,159.0,
Total,From 45 to 64 years,Intentional self-harm,Greece,,,0.0,198.0,185.0,174.0,190.0,
Females,Less than 15 years,Intentional self-harm,Greece,0.0,0.0,0.0,2.0,1.0,1.0,0.0,
Males,Less than 15 years,Intentional self-harm,Greece,0.0,0.0,1.0,1.0,0.0,1.0,2.0,
Total,Less than 15 years,Intentional self-harm,Greece,0.0,0.0,1.0,3.0,1.0,2.0,2.0,
Females,Total,Intentional self-harm,Greece,81.0,103.0,121.0,92.0,88.0,78.0,91.0,
Males,Total,Intentional self-harm,Greece,404.0,420.0,446.0,438.0,376.0,389.0,425.0,
Total,Total,Intentional self-harm,Greece,485.0,523.0,567.0,530.0,464.0,467.0,516.0,
Females,65 years or over,Mental and behavioural disorders,Greece,903.0,1177.0,1164.0,1471.0,1720.0,2014.0,2289.0,0.0
Males,65 years or over,Mental and behavioural disorders,Greece,455.0,591.0,712.0,736.0,966.0,1176.0,1181.0,0.0
Total,65 years or over,Mental and behavioural disorders,Greece,1358.0,1768.0,1876.0,2207.0,2686.0,3190.0,3470.0,0.0
Females,From 15 to 29 years,Mental and behavioural disorders,Greece,6.0,4.0,8.0,4.0,6.0,4.0,6.0,0.0
Males,From 15 to 29 years,Mental and behavioural disorders,Greece,0.0,4.0,4.0,5.0,0.0,11.0,9.0,0.0
Total,From 15 to 29 years,Mental and behavioural disorders,Greece,6.0,8.0,12.0,9.0,6.0,15.0,15.0,0.0
Females,From 30 to 44 years,Mental and behavioural disorders,Greece,0.0,0.0,0.0,9.0,4.0,18.0,23.0,0.0
Males,From 30 to 44 years,Mental and behavioural disorders,Greece,0.0,0.0,0.0,44.0,26.0,41.0,47.0,0.0
Total,From 30 to 44 years,Mental and behavioural disorders,Greece,0.0,0.0,0.0,53.0,30.0,59.0,70.0,0.0
Females,From 45 to 64 years,Mental and behavioural disorders,Greece,0.0,0.0,0.0,74.0,99.0,130.0,113.0,0.0
Males,From 45 to 64 years,Mental and behavioural disorders,Greece,0.0,0.0,0.0,157.0,164.0,207.0,256.0,0.0
Total,From 45 to 64 years,Mental and behavioural disorders,Greece,0.0,0.0,0.0,231.0,263.0,337.0,369.0,0.0
Females,Less than 15 years,Mental and behavioural disorders,Greece,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Males,Less than 15 years,Mental and behavioural disorders,Greece,0.0,0.0,6.0,2.0,4.0,0.0,2.0,0.0
Total,Less than 15 years,Mental and behavioural disorders,Greece,2.0,0.0,8.0,6.0,4.0,0.0,2.0,0.0
Females,Total,Mental and behavioural disorders,Greece,958.0,1277.0,1276.0,1562.0,1829.0,2166.0,2431.0,0.0
Males,Total,Mental and behavioural disorders,Greece,574.0,710.0,850.0,944.0,1160.0,1435.0,1495.0,0.0
Total,Total,Mental and behavioural disorders,Greece,1532.0,1987.0,2126.0,2506.0,2989.0,3601.0,3926.0,0.0
Females,65 years or over,Total,Greece,52831.0,56068.0,53781.0,56690.0,59423.0,64312.0,64464.0,
Males,65 years or over,Total,Greece,49357.0,52038.0,50432.0,52080.0,55093.0,60535.0,59247.0,
Total,65 years or over,Total,Greece,102188.0,108106.0,104213.0,108770.0,114516.0,124847.0,123711.0,
Females,From 15 to 29 years,Total,Greece,178.0,131.0,147.0,148.0,135.0,150.0,148.0,
Males,From 15 to 29 years,Total,Greece,479.0,495.0,450.0,460.0,436.0,456.0,489.0,
Total,From 15 to 29 years,Total,Greece,657.0,626.0,597.0,608.0,571.0,606.0,638.0,
Females,From 30 to 44 years,Total,Greece,,,0.0,539.0,583.0,591.0,545.0,
Males,From 30 to 44 years,Total,Greece,,,0.0,1301.0,1240.0,1471.0,1339.0,
Total,From 30 to 44 years,Total,Greece,,,0.0,1840.0,1823.0,2062.0,1884.0,
Females,From 45 to 64 years,Total,Greece,,,0.0,4288.0,4567.0,5274.0,4694.0,
Males,From 45 to 64 years,Total,Greece,,,0.0,9038.0,9202.0,10738.0,9600.0,
Total,From 45 to 64 years,Total,Greece,,,0.0,13326.0,13769.0,16012.0,14294.0,
Females,Less than 15 years,Total,Greece,249.0,222.0,195.0,222.0,159.0,186.0,171.0,
Males,Less than 15 years,Total,Greece,367.0,256.0,265.0,246.0,234.0,245.0,204.0,
Total,Less than 15 years,Total,Greece,616.0,478.0,460.0,468.0,393.0,431.0,375.0,
Females,Total,Total,Greece,58320.0,61341.0,58919.0,61887.0,64868.0,70514.0,70023.0,
Males,Total,Total,Greece,60632.0,63181.0,61444.0,63129.0,66209.0,73468.0,70888.0,
Total,Total,Total,Greece,118952.0,124522.0,120363.0,125016.0,131084.0,143988.0,140914.0,
Females,65 years or over,Use of alcohol,Greece,2.0,1.0,0.0,1.0,2.0,0.0,2.0,
Males,65 years or over,Use of alcohol,Greece,11.0,10.0,8.0,10.0,7.0,16.0,29.0,
Total,65 years or over,Use of alcohol,Greece,13.0,11.0,8.0,11.0,9.0,16.0,31.0,
Females,From 15 to 29 years,Use of alcohol,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Greece,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Total,From 15 to 29 years,Use of alcohol,Greece,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Females,From 30 to 44 years,Use of alcohol,Greece,,,0.0,1.0,0.0,0.0,1.0,
Males,From 30 to 44 years,Use of alcohol,Greece,,,0.0,1.0,5.0,7.0,8.0,
Total,From 30 to 44 years,Use of alcohol,Greece,,,0.0,2.0,5.0,7.0,9.0,
Females,From 45 to 64 years,Use of alcohol,Greece,,,0.0,1.0,10.0,5.0,5.0,
Males,From 45 to 64 years,Use of alcohol,Greece,,,0.0,28.0,15.0,22.0,32.0,
Total,From 45 to 64 years,Use of alcohol,Greece,,,0.0,29.0,25.0,27.0,37.0,
Females,Less than 15 years,Use of alcohol,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Greece,4.0,9.0,5.0,3.0,12.0,5.0,8.0,
Males,Total,Use of alcohol,Greece,22.0,31.0,23.0,39.0,27.0,46.0,69.0,
Total,Total,Use of alcohol,Greece,26.0,40.0,28.0,42.0,39.0,51.0,77.0,
Females,65 years or over,Drug dependence,Hungary,,0.0,0.0,0.0,2.0,0.0,0.0,
Males,65 years or over,Drug dependence,Hungary,0.0,0.0,0.0,0.0,0.0,2.0,0.0,
Total,65 years or over,Drug dependence,Hungary,0.0,0.0,0.0,0.0,2.0,2.0,0.0,
Females,From 15 to 29 years,Drug dependence,Hungary,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Hungary,0.0,1.0,0.0,1.0,0.0,0.0,1.0,
Total,From 15 to 29 years,Drug dependence,Hungary,0.0,1.0,0.0,1.0,0.0,0.0,1.0,
Females,From 30 to 44 years,Drug dependence,Hungary,,,0.0,1.0,0.0,0.0,0.0,
Males,From 30 to 44 years,Drug dependence,Hungary,,,0.0,1.0,2.0,1.0,0.0,
Total,From 30 to 44 years,Drug dependence,Hungary,,,0.0,2.0,2.0,1.0,0.0,
Females,From 45 to 64 years,Drug dependence,Hungary,,,0.0,0.0,0.0,2.0,2.0,
Males,From 45 to 64 years,Drug dependence,Hungary,,,0.0,1.0,0.0,1.0,2.0,
Total,From 45 to 64 years,Drug dependence,Hungary,,,0.0,1.0,0.0,3.0,4.0,
Females,Less than 15 years,Drug dependence,Hungary,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Hungary,,1.0,2.0,1.0,2.0,2.0,2.0,
Males,Total,Drug dependence,Hungary,3.0,3.0,3.0,3.0,2.0,4.0,3.0,
Total,Total,Drug dependence,Hungary,3.0,4.0,5.0,4.0,4.0,6.0,5.0,
Females,65 years or over,Intentional self-harm,Hungary,191.0,156.0,171.0,159.0,177.0,167.0,168.0,
Males,65 years or over,Intentional self-harm,Hungary,429.0,409.0,445.0,392.0,483.0,422.0,457.0,
Total,65 years or over,Intentional self-harm,Hungary,620.0,565.0,616.0,551.0,660.0,589.0,625.0,
Females,From 15 to 29 years,Intentional self-harm,Hungary,25.0,22.0,32.0,27.0,30.0,24.0,27.0,
Males,From 15 to 29 years,Intentional self-harm,Hungary,102.0,114.0,96.0,99.0,107.0,104.0,103.0,
Total,From 15 to 29 years,Intentional self-harm,Hungary,127.0,136.0,128.0,126.0,137.0,128.0,130.0,
Females,From 30 to 44 years,Intentional self-harm,Hungary,,,0.0,51.0,48.0,44.0,51.0,
Males,From 30 to 44 years,Intentional self-harm,Hungary,,,0.0,200.0,217.0,211.0,206.0,
Total,From 30 to 44 years,Intentional self-harm,Hungary,,,0.0,251.0,265.0,255.0,257.0,
Females,From 45 to 64 years,Intentional self-harm,Hungary,,,0.0,154.0,140.0,121.0,143.0,
Males,From 45 to 64 years,Intentional self-harm,Hungary,,,0.0,465.0,500.0,464.0,491.0,
Total,From 45 to 64 years,Intentional self-harm,Hungary,,,0.0,619.0,640.0,585.0,634.0,
Females,Less than 15 years,Intentional self-harm,Hungary,0.0,1.0,1.0,1.0,0.0,2.0,1.0,
Males,Less than 15 years,Intentional self-harm,Hungary,1.0,3.0,3.0,1.0,1.0,1.0,0.0,
Total,Less than 15 years,Intentional self-harm,Hungary,1.0,4.0,4.0,2.0,1.0,3.0,1.0,
Females,Total,Intentional self-harm,Hungary,446.0,393.0,380.0,392.0,395.0,358.0,390.0,
Males,Total,Intentional self-harm,Hungary,1316.0,1241.0,1276.0,1158.0,1311.0,1203.0,1257.0,
Total,Total,Intentional self-harm,Hungary,1762.0,1634.0,1656.0,1550.0,1706.0,1561.0,1647.0,
Females,65 years or over,Mental and behavioural disorders,Hungary,2002.0,2352.0,2430.0,2813.0,2780.0,2542.0,2605.0,0.0
Males,65 years or over,Mental and behavioural disorders,Hungary,995.0,1113.0,1225.0,1300.0,1438.0,1329.0,1399.0,0.0
Total,65 years or over,Mental and behavioural disorders,Hungary,2997.0,3465.0,3655.0,4113.0,4218.0,3871.0,4004.0,0.0
Females,From 15 to 29 years,Mental and behavioural disorders,Hungary,18.0,6.0,10.0,12.0,10.0,12.0,12.0,0.0
Males,From 15 to 29 years,Mental and behavioural disorders,Hungary,30.0,36.0,31.0,21.0,29.0,18.0,21.0,0.0
Total,From 15 to 29 years,Mental and behavioural disorders,Hungary,48.0,42.0,41.0,33.0,39.0,30.0,33.0,0.0
Females,From 30 to 44 years,Mental and behavioural disorders,Hungary,0.0,0.0,0.0,55.0,46.0,42.0,30.0,0.0
