age,sex,level,country,2016,2017,2018,2019,2020,2021,2022
19 years,Males,Bachelor's or equivalent level - academic,Slovenia,2267.0,2196.0,2135.0,2112.0,2264.0,2165.0,2277.0
19 years,Males,Bachelor's or equivalent level - academic,Slovakia,,,,,,,
19 years,Males,Bachelor's or equivalent level - academic,Turkey,,,,,,,
19 years,Males,Bachelor's or equivalent level - academic,United Kingdom,141176.0,144845.0,145674.0,148882.0,,,
19 years,Males,Bachelor's or equivalent level - professional,Albania,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Austria,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Bosnia and Herzegovina,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Belgium,13624.0,14577.0,13844.0,13446.0,13592.0,13339.0,13693.0
19 years,Males,Bachelor's or equivalent level - professional,Bulgaria,443.0,392.0,404.0,447.0,422.0,408.0,364.0
19 years,Males,Bachelor's or equivalent level - professional,Switzerland,140.0,164.0,146.0,183.0,222.0,186.0,215.0
19 years,Males,Bachelor's or equivalent level - professional,Cyprus,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Czechia,352.0,350.0,308.0,265.0,302.0,287.0,327.0
19 years,Males,Bachelor's or equivalent level - professional,Germany,1568.0,2517.0,1794.0,3766.0,3160.0,3293.0,3608.0
19 years,Males,Bachelor's or equivalent level - professional,Denmark,543.0,521.0,451.0,416.0,455.0,522.0,457.0
19 years,Males,Bachelor's or equivalent level - professional,Estonia,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Greece,10012.0,10342.0,11682.0,9843.0,7453.0,1723.0,1343.0
19 years,Males,Bachelor's or equivalent level - professional,Spain,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Finland,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,France,8613.0,8384.0,9351.0,9588.0,16667.0,11515.0,20562.0
19 years,Males,Bachelor's or equivalent level - professional,Croatia,2814.0,2953.0,2701.0,2510.0,2722.0,2631.0,2567.0
19 years,Males,Bachelor's or equivalent level - professional,Hungary,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Ireland,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Iceland,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Italy,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Liechtenstein,,,,0.0,0.0,0.0,0.0
19 years,Males,Bachelor's or equivalent level - professional,Lithuania,2672.0,2256.0,2276.0,1969.0,1757.0,1620.0,1763.0
19 years,Males,Bachelor's or equivalent level - professional,Luxembourg,14.0,27.0,15.0,28.0,53.0,45.0,38.0
19 years,Males,Bachelor's or equivalent level - professional,Latvia,1168.0,1132.0,1065.0,1355.0,1343.0,864.0,1276.0
19 years,Males,Bachelor's or equivalent level - professional,Montenegro,,,220.0,162.0,172.0,227.0,
19 years,Males,Bachelor's or equivalent level - professional,North Macedonia,946.0,381.0,769.0,970.0,671.0,590.0,423.0
19 years,Males,Bachelor's or equivalent level - professional,Malta,,,,,,277.0,255.0
19 years,Males,Bachelor's or equivalent level - professional,Netherlands,,,,23352.0,23891.0,24380.0,23959.0
19 years,Males,Bachelor's or equivalent level - professional,Norway,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Poland,,,,,7620.0,4033.0,4005.0
19 years,Males,Bachelor's or equivalent level - professional,Portugal,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Romania,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Serbia,4599.0,4270.0,3990.0,3665.0,3374.0,3632.0,3426.0
19 years,Males,Bachelor's or equivalent level - professional,Sweden,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Slovenia,1576.0,1461.0,1524.0,1512.0,1635.0,1704.0,1656.0
19 years,Males,Bachelor's or equivalent level - professional,Slovakia,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,Turkey,,,,,,,
19 years,Males,Bachelor's or equivalent level - professional,United Kingdom,,,,,,,
19 years,Males,Master's or equivalent level,Albania,,,,,,554.0,634.0
19 years,Males,Master's or equivalent level,Austria,805.0,737.0,602.0,589.0,555.0,542.0,515.0
19 years,Males,Master's or equivalent level,Bosnia and Herzegovina,,,137.0,102.0,88.0,111.0,96.0
19 years,Males,Master's or equivalent level,Belgium,8.0,30.0,26.0,27.0,73.0,89.0,84.0
19 years,Males,Master's or equivalent level,Bulgaria,1661.0,1784.0,1867.0,1895.0,1797.0,1726.0,1815.0
19 years,Males,Master's or equivalent level,Switzerland,13.0,7.0,9.0,8.0,15.0,5.0,4.0
19 years,Males,Master's or equivalent level,Cyprus,87.0,83.0,116.0,145.0,168.0,129.0,184.0
19 years,Males,Master's or equivalent level,Czechia,738.0,747.0,722.0,759.0,815.0,861.0,872.0
19 years,Males,Master's or equivalent level,Germany,9632.0,10392.0,10956.0,11247.0,11135.0,11169.0,10651.0
19 years,Males,Master's or equivalent level,Denmark,1.0,1.0,0.0,1.0,1.0,0.0,0.0
19 years,Males,Master's or equivalent level,Estonia,108.0,118.0,111.0,152.0,133.0,117.0,122.0
19 years,Males,Master's or equivalent level,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level,Spain,4253.0,4085.0,3889.0,3954.0,3969.0,3819.0,3964.0
19 years,Males,Master's or equivalent level,European Union,66951.0,66665.0,72525.0,72461.0,78146.0,73161.0,68269.0
19 years,Males,Master's or equivalent level,Finland,72.0,90.0,58.0,47.0,37.0,81.0,49.0
19 years,Males,Master's or equivalent level,France,20457.0,20936.0,25869.0,26382.0,30668.0,25321.0,23789.0
19 years,Males,Master's or equivalent level,Croatia,1272.0,1246.0,1221.0,1170.0,1322.0,1172.0,1123.0
19 years,Males,Master's or equivalent level,Hungary,1487.0,1504.0,1589.0,1569.0,1608.0,1640.0,1634.0
19 years,Males,Master's or equivalent level,Ireland,1.0,1.0,4.0,0.0,0.0,1.0,2.0
19 years,Males,Master's or equivalent level,Iceland,2.0,0.0,0.0,1.0,6.0,6.0,2.0
19 years,Males,Master's or equivalent level,Italy,10513.0,9957.0,9717.0,9136.0,9481.0,9883.0,9575.0
19 years,Males,Master's or equivalent level,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level,Lithuania,288.0,329.0,309.0,333.0,292.0,305.0,301.0
19 years,Males,Master's or equivalent level,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level,Latvia,102.0,134.0,142.0,134.0,124.0,116.0,152.0
19 years,Males,Master's or equivalent level,Montenegro,,,33.0,33.0,46.0,40.0,
19 years,Males,Master's or equivalent level,North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level,Malta,46.0,48.0,52.0,48.0,52.0,73.0,66.0
19 years,Males,Master's or equivalent level,Netherlands,123.0,29.0,111.0,7.0,444.0,446.0,6.0
19 years,Males,Master's or equivalent level,Norway,666.0,615.0,832.0,811.0,784.0,777.0,719.0
19 years,Males,Master's or equivalent level,Poland,5721.0,5153.0,5762.0,5396.0,5965.0,5896.0,5788.0
19 years,Males,Master's or equivalent level,Portugal,4006.0,3913.0,4050.0,4227.0,4249.0,4333.0,1816.0
19 years,Males,Master's or equivalent level,Romania,2378.0,1996.0,2154.0,2094.0,2206.0,2086.0,2448.0
19 years,Males,Master's or equivalent level,Serbia,705.0,693.0,622.0,702.0,692.0,742.0,706.0
19 years,Males,Master's or equivalent level,Sweden,2695.0,2851.0,2751.0,2700.0,2672.0,2956.0,2898.0
19 years,Males,Master's or equivalent level,Slovenia,200.0,198.0,169.0,184.0,149.0,160.0,189.0
19 years,Males,Master's or equivalent level,Slovakia,297.0,303.0,278.0,266.0,231.0,240.0,227.0
19 years,Males,Master's or equivalent level,Turkey,7315.0,7851.0,8477.0,9349.0,9727.0,10476.0,10806.0
19 years,Males,Master's or equivalent level,United Kingdom,60.0,75.0,69.0,78.0,,,
19 years,Males,Master's or equivalent level - academic,Albania,,,,,,,
19 years,Males,Master's or equivalent level - academic,Austria,,,,589.0,555.0,542.0,515.0
19 years,Males,Master's or equivalent level - academic,Bosnia and Herzegovina,,,,,,,
19 years,Males,Master's or equivalent level - academic,Belgium,8.0,30.0,26.0,27.0,73.0,89.0,84.0
19 years,Males,Master's or equivalent level - academic,Bulgaria,,,,,,,
19 years,Males,Master's or equivalent level - academic,Switzerland,13.0,7.0,9.0,7.0,12.0,5.0,4.0
19 years,Males,Master's or equivalent level - academic,Cyprus,,,,,,,
19 years,Males,Master's or equivalent level - academic,Czechia,738.0,747.0,722.0,759.0,815.0,861.0,872.0
19 years,Males,Master's or equivalent level - academic,Germany,9632.0,10392.0,10956.0,11247.0,11135.0,11169.0,10651.0
19 years,Males,Master's or equivalent level - academic,Denmark,1.0,1.0,0.0,1.0,1.0,0.0,0.0
19 years,Males,Master's or equivalent level - academic,Estonia,,,,,,,
19 years,Males,Master's or equivalent level - academic,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - academic,Spain,,,,,,,
19 years,Males,Master's or equivalent level - academic,European Union,,,,,,20695.0,19221.0
19 years,Males,Master's or equivalent level - academic,Finland,,,,,,,
19 years,Males,Master's or equivalent level - academic,France,1361.0,919.0,902.0,730.0,674.0,684.0,471.0
19 years,Males,Master's or equivalent level - academic,Croatia,1272.0,1246.0,1221.0,1170.0,1322.0,1172.0,1123.0
19 years,Males,Master's or equivalent level - academic,Hungary,,,,,,,
19 years,Males,Master's or equivalent level - academic,Ireland,,,,,,,
19 years,Males,Master's or equivalent level - academic,Iceland,,,,,,,
19 years,Males,Master's or equivalent level - academic,Italy,,,,,,,
19 years,Males,Master's or equivalent level - academic,Liechtenstein,0.0,,,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - academic,Lithuania,288.0,329.0,309.0,333.0,292.0,305.0,301.0
19 years,Males,Master's or equivalent level - academic,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - academic,Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - academic,Montenegro,,,33.0,33.0,46.0,40.0,
19 years,Males,Master's or equivalent level - academic,North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - academic,Malta,,,,,,20.0,22.0
19 years,Males,Master's or equivalent level - academic,Netherlands,,,,7.0,443.0,446.0,6.0
19 years,Males,Master's or equivalent level - academic,Norway,666.0,615.0,832.0,811.0,784.0,777.0,719.0
19 years,Males,Master's or equivalent level - academic,Poland,,,,,5370.0,5407.0,5176.0
19 years,Males,Master's or equivalent level - academic,Portugal,,,,,,,
19 years,Males,Master's or equivalent level - academic,Romania,,,,,,,
19 years,Males,Master's or equivalent level - academic,Serbia,705.0,693.0,622.0,702.0,692.0,714.0,706.0
19 years,Males,Master's or equivalent level - academic,Sweden,,,,,,,
19 years,Males,Master's or equivalent level - academic,Slovenia,0.0,,,,,,
19 years,Males,Master's or equivalent level - academic,Slovakia,,,,,,,
19 years,Males,Master's or equivalent level - academic,Turkey,,,,,,,
19 years,Males,Master's or equivalent level - academic,United Kingdom,60.0,75.0,69.0,78.0,,,
19 years,Males,Master's or equivalent level - professional,Albania,,,,,,,
19 years,Males,Master's or equivalent level - professional,Austria,,,,,,,
19 years,Males,Master's or equivalent level - professional,Bosnia and Herzegovina,,,,,,,
19 years,Males,Master's or equivalent level - professional,Belgium,,,,,,,
19 years,Males,Master's or equivalent level - professional,Bulgaria,,,,,,,
19 years,Males,Master's or equivalent level - professional,Switzerland,0.0,0.0,0.0,1.0,3.0,0.0,0.0
19 years,Males,Master's or equivalent level - professional,Cyprus,,,,,,,
19 years,Males,Master's or equivalent level - professional,Czechia,,,,,,,
19 years,Males,Master's or equivalent level - professional,Germany,,,,,,,0.0
19 years,Males,Master's or equivalent level - professional,Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - professional,Estonia,,,,,,,
19 years,Males,Master's or equivalent level - professional,Greece,0.0,0.0,0.0,0.0,,,
19 years,Males,Master's or equivalent level - professional,Spain,,,,,,,
19 years,Males,Master's or equivalent level - professional,European Union,,,,,,25066.0,23914.0
19 years,Males,Master's or equivalent level - professional,Finland,,,,,,,
19 years,Males,Master's or equivalent level - professional,France,19096.0,20017.0,24967.0,25391.0,29738.0,24408.0,23106.0
19 years,Males,Master's or equivalent level - professional,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - professional,Hungary,,,,,,,
19 years,Males,Master's or equivalent level - professional,Ireland,,,,,,,
19 years,Males,Master's or equivalent level - professional,Iceland,,,,,,,
19 years,Males,Master's or equivalent level - professional,Italy,,,,,,,
19 years,Males,Master's or equivalent level - professional,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - professional,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - professional,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - professional,Latvia,102.0,134.0,142.0,134.0,124.0,116.0,152.0
19 years,Males,Master's or equivalent level - professional,Montenegro,,,0.0,0.0,0.0,0.0,
19 years,Males,Master's or equivalent level - professional,North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Master's or equivalent level - professional,Malta,,,,,,53.0,44.0
19 years,Males,Master's or equivalent level - professional,Netherlands,,,,0.0,1.0,0.0,0.0
19 years,Males,Master's or equivalent level - professional,Norway,,,,,,,
19 years,Males,Master's or equivalent level - professional,Poland,,,,,595.0,489.0,612.0
19 years,Males,Master's or equivalent level - professional,Portugal,,,,,,,
19 years,Males,Master's or equivalent level - professional,Romania,,,,,,,
19 years,Males,Master's or equivalent level - professional,Serbia,,,,0.0,0.0,28.0,0.0
19 years,Males,Master's or equivalent level - professional,Sweden,,,,,,,
19 years,Males,Master's or equivalent level - professional,Slovenia,0.0,,,,,,
19 years,Males,Master's or equivalent level - professional,Slovakia,,,,,,,
19 years,Males,Master's or equivalent level - professional,Turkey,,,,,,,
19 years,Males,Master's or equivalent level - professional,United Kingdom,,,,,,,
19 years,Males,Doctoral or equivalent level,Albania,,,,,,0.0,0.0
19 years,Males,Doctoral or equivalent level,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Bosnia and Herzegovina,,,1.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Switzerland,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,European Union,0.0,1.0,0.0,23.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,France,0.0,0.0,0.0,22.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Ireland,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Montenegro,,,0.0,0.0,0.0,0.0,
19 years,Males,Doctoral or equivalent level,North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Malta,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,
19 years,Males,Doctoral or equivalent level,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Serbia,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 years,Males,Doctoral or equivalent level,Turkey,0.0,3.0,0.0,0.0,0.0,0.0,13.0
19 years,Males,Doctoral or equivalent level,United Kingdom,2.0,5.0,6.0,7.0,,,
19 years,Total,Short-cycle tertiary education,Albania,,,,,,1292.0,785.0
19 years,Total,Short-cycle tertiary education,Austria,13028.0,12806.0,12739.0,12218.0,12257.0,12158.0,12741.0
19 years,Total,Short-cycle tertiary education,Bosnia and Herzegovina,,,,,,,0.0
19 years,Total,Short-cycle tertiary education,Belgium,1427.0,1534.0,1672.0,1588.0,2271.0,2686.0,3017.0
19 years,Total,Short-cycle tertiary education,Bulgaria,,,,,,,
19 years,Total,Short-cycle tertiary education,Switzerland,48.0,42.0,69.0,38.0,57.0,39.0,34.0
19 years,Total,Short-cycle tertiary education,Cyprus,570.0,578.0,589.0,640.0,644.0,415.0,354.0
19 years,Total,Short-cycle tertiary education,Czechia,144.0,145.0,134.0,146.0,124.0,152.0,157.0
19 years,Total,Short-cycle tertiary education,Germany,1.0,10.0,0.0,280.0,252.0,285.0,300.0
19 years,Total,Short-cycle tertiary education,Denmark,1284.0,1065.0,939.0,809.0,875.0,799.0,895.0
19 years,Total,Short-cycle tertiary education,Estonia,,,,,,,
19 years,Total,Short-cycle tertiary education,Greece,,,,,,,
19 years,Total,Short-cycle tertiary education,Spain,42828.0,49846.0,53189.0,61319.0,69061.0,76229.0,81450.0
19 years,Total,Short-cycle tertiary education,European Union,222007.0,231822.0,242460.0,258731.0,267420.0,292434.0,300509.0
19 years,Total,Short-cycle tertiary education,Finland,,,,,,,
19 years,Total,Short-cycle tertiary education,France,153537.0,154898.0,161714.0,169160.0,167966.0,185611.0,181968.0
19 years,Total,Short-cycle tertiary education,Croatia,3.0,3.0,0.0,0.0,0.0,0.0,0.0
19 years,Total,Short-cycle tertiary education,Hungary,1901.0,1868.0,1591.0,1464.0,1646.0,1729.0,1707.0
