unit,sector,cofog99,country,2018,2019,2020,2021,2022
Million euro,State government,Broadcasting and publishing services,Lithuania,,,,,
Million euro,State government,Broadcasting and publishing services,Luxembourg,,,,,
Million euro,State government,Broadcasting and publishing services,Latvia,,,,,
Million euro,State government,Broadcasting and publishing services,Malta,,,,,
Million euro,State government,Broadcasting and publishing services,Netherlands,,,,,
Million euro,State government,Broadcasting and publishing services,Norway,,,,,
Million euro,State government,Broadcasting and publishing services,Poland,,,,,
Million euro,State government,Broadcasting and publishing services,Portugal,,,,,
Million euro,State government,Broadcasting and publishing services,Romania,,,,,
Million euro,State government,Broadcasting and publishing services,Sweden,,,,,
Million euro,State government,Broadcasting and publishing services,Slovenia,,,,,
Million euro,State government,Broadcasting and publishing services,Slovakia,,,,,
Million euro,State government,Education,Austria,5779.0,5878.0,6056.0,6143.0,6418.0
Million euro,State government,Education,Belgium,25915.0,26702.0,27698.0,28824.0,31623.0
Million euro,State government,Education,Bulgaria,,,,,
Million euro,State government,Education,Switzerland,20714.0,22057.0,23587.0,23955.0,26391.0
Million euro,State government,Education,Cyprus,,,,,
Million euro,State government,Education,Czechia,,,,,
Million euro,State government,Education,Germany,107319.0,114635.0,118747.0,123365.0,128169.0
Million euro,State government,Education,Denmark,,,,,
Million euro,State government,Education,Euro area - 19 countries  (2015-2022),182633.0,192926.0,200101.0,208999.0,219040.0
Million euro,State government,Education,Euro area – 20 countries (from 2023),182633.0,192926.0,200101.0,208999.0,219040.0
Million euro,State government,Education,Estonia,,,,,
Million euro,State government,Education,Greece,,,,,
Million euro,State government,Education,Spain,43619.0,45711.0,47599.0,50666.0,52829.0
Million euro,State government,Education,European Union - 27 countries (from 2020),182633.0,192926.0,200101.0,208999.0,219040.0
Million euro,State government,Education,Finland,,,,,
Million euro,State government,Education,France,,,,,
Million euro,State government,Education,Croatia,,,,,
Million euro,State government,Education,Hungary,,,,,
Million euro,State government,Education,Ireland,,,,,
Million euro,State government,Education,Iceland,,,,,
Million euro,State government,Education,Italy,,,,,
Million euro,State government,Education,Lithuania,,,,,
Million euro,State government,Education,Luxembourg,,,,,
Million euro,State government,Education,Latvia,,,,,
Million euro,State government,Education,Malta,,,,,
Million euro,State government,Education,Netherlands,,,,,
Million euro,State government,Education,Norway,,,,,
Million euro,State government,Education,Poland,,,,,
Million euro,State government,Education,Portugal,,,,,
Million euro,State government,Education,Romania,,,,,
Million euro,State government,Education,Sweden,,,,,
Million euro,State government,Education,Slovenia,,,,,
Million euro,State government,Education,Slovakia,,,,,
Million euro,State government,Pre-primary and primary education,Belgium,7923.0,8208.0,8474.0,8822.0,9503.0
Million euro,State government,Pre-primary and primary education,Bulgaria,,,,,
Million euro,State government,Pre-primary and primary education,Switzerland,3937.0,4221.0,4634.0,4759.0,5267.0
Million euro,State government,Pre-primary and primary education,Cyprus,,,,,
Million euro,State government,Pre-primary and primary education,Czechia,,,,,
Million euro,State government,Pre-primary and primary education,Denmark,,,,,
Million euro,State government,Pre-primary and primary education,Estonia,,,,,
Million euro,State government,Pre-primary and primary education,Greece,,,,,
Million euro,State government,Pre-primary and primary education,Spain,16357.0,17186.0,17821.0,18694.0,19381.0
Million euro,State government,Pre-primary and primary education,Finland,,,,,
Million euro,State government,Pre-primary and primary education,France,,,,,
Million euro,State government,Pre-primary and primary education,Croatia,,,,,
Million euro,State government,Pre-primary and primary education,Hungary,,,,,
Million euro,State government,Pre-primary and primary education,Ireland,,,,,
Million euro,State government,Pre-primary and primary education,Iceland,,,,,
Million euro,State government,Pre-primary and primary education,Italy,,,,,
Million euro,State government,Pre-primary and primary education,Lithuania,,,,,
Million euro,State government,Pre-primary and primary education,Luxembourg,,,,,
Million euro,State government,Pre-primary and primary education,Latvia,,,,,
Million euro,State government,Pre-primary and primary education,Malta,,,,,
Million euro,State government,Pre-primary and primary education,Netherlands,,,,,
Million euro,State government,Pre-primary and primary education,Norway,,,,,
Million euro,State government,Pre-primary and primary education,Poland,,,,,
Million euro,State government,Pre-primary and primary education,Portugal,,,,,
Million euro,State government,Pre-primary and primary education,Romania,,,,,
Million euro,State government,Pre-primary and primary education,Sweden,,,,,
Million euro,State government,Pre-primary and primary education,Slovenia,,,,,
Million euro,State government,Pre-primary and primary education,Slovakia,,,,,
Million euro,State government,Secondary education,Belgium,10411.0,10761.0,11004.0,11348.0,12457.0
Million euro,State government,Secondary education,Bulgaria,,,,,
Million euro,State government,Secondary education,Switzerland,7497.0,7792.0,8177.0,8313.0,9243.0
Million euro,State government,Secondary education,Cyprus,,,,,
Million euro,State government,Secondary education,Czechia,,,,,
Million euro,State government,Secondary education,Denmark,,,,,
Million euro,State government,Secondary education,Estonia,,,,,
Million euro,State government,Secondary education,Greece,,,,,
Million euro,State government,Secondary education,Spain,17625.0,18374.0,19541.0,20863.0,21654.0
Million euro,State government,Secondary education,Finland,,,,,
Million euro,State government,Secondary education,France,,,,,
Million euro,State government,Secondary education,Croatia,,,,,
Million euro,State government,Secondary education,Hungary,,,,,
Million euro,State government,Secondary education,Ireland,,,,,
Million euro,State government,Secondary education,Iceland,,,,,
Million euro,State government,Secondary education,Italy,,,,,
Million euro,State government,Secondary education,Lithuania,,,,,
Million euro,State government,Secondary education,Luxembourg,,,,,
Million euro,State government,Secondary education,Latvia,,,,,
Million euro,State government,Secondary education,Malta,,,,,
Million euro,State government,Secondary education,Netherlands,,,,,
Million euro,State government,Secondary education,Norway,,,,,
Million euro,State government,Secondary education,Poland,,,,,
Million euro,State government,Secondary education,Portugal,,,,,
Million euro,State government,Secondary education,Romania,,,,,
Million euro,State government,Secondary education,Sweden,,,,,
Million euro,State government,Secondary education,Slovenia,,,,,
Million euro,State government,Secondary education,Slovakia,,,,,
Million euro,State government,Tertiary education,Belgium,3936.0,4203.0,4235.0,4483.0,5135.0
Million euro,State government,Tertiary education,Bulgaria,,,,,
Million euro,State government,Tertiary education,Switzerland,6677.0,7038.0,7520.0,7532.0,8121.0
Million euro,State government,Tertiary education,Cyprus,,,,,
Million euro,State government,Tertiary education,Czechia,,,,,
Million euro,State government,Tertiary education,Denmark,,,,,
Million euro,State government,Tertiary education,Estonia,,,,,
Million euro,State government,Tertiary education,Greece,,,,,
Million euro,State government,Tertiary education,Spain,5812.0,6058.0,6062.0,6487.0,6872.0
Million euro,State government,Tertiary education,Finland,,,,,
Million euro,State government,Tertiary education,France,,,,,
Million euro,State government,Tertiary education,Croatia,,,,,
Million euro,State government,Tertiary education,Hungary,,,,,
Million euro,State government,Tertiary education,Ireland,,,,,
Million euro,State government,Tertiary education,Iceland,,,,,
Million euro,State government,Tertiary education,Italy,,,,,
Million euro,State government,Tertiary education,Lithuania,,,,,
Million euro,State government,Tertiary education,Luxembourg,,,,,
Million euro,State government,Tertiary education,Latvia,,,,,
Million euro,State government,Tertiary education,Malta,,,,,
Million euro,State government,Tertiary education,Netherlands,,,,,
Million euro,State government,Tertiary education,Norway,,,,,
Million euro,State government,Tertiary education,Poland,,,,,
Million euro,State government,Tertiary education,Portugal,,,,,
Million euro,State government,Tertiary education,Romania,,,,,
Million euro,State government,Tertiary education,Sweden,,,,,
Million euro,State government,Tertiary education,Slovenia,,,,,
Million euro,State government,Tertiary education,Slovakia,,,,,
Million euro,State government,Subsidiary services to education,Belgium,689.0,661.0,785.0,891.0,969.0
Million euro,State government,Subsidiary services to education,Bulgaria,,,,,
Million euro,State government,Subsidiary services to education,Switzerland,70.0,81.0,98.0,101.0,132.0
Million euro,State government,Subsidiary services to education,Cyprus,,,,,
Million euro,State government,Subsidiary services to education,Czechia,,,,,
Million euro,State government,Subsidiary services to education,Denmark,,,,,
Million euro,State government,Subsidiary services to education,Estonia,,,,,
Million euro,State government,Subsidiary services to education,Greece,,,,,
Million euro,State government,Subsidiary services to education,Spain,1263.0,1357.0,1286.0,1611.0,1668.0
Million euro,State government,Subsidiary services to education,Finland,,,,,
Million euro,State government,Subsidiary services to education,France,,,,,
Million euro,State government,Subsidiary services to education,Croatia,,,,,
Million euro,State government,Subsidiary services to education,Hungary,,,,,
Million euro,State government,Subsidiary services to education,Ireland,,,,,
Million euro,State government,Subsidiary services to education,Iceland,,,,,
Million euro,State government,Subsidiary services to education,Italy,,,,,
Million euro,State government,Subsidiary services to education,Lithuania,,,,,
Million euro,State government,Subsidiary services to education,Luxembourg,,,,,
Million euro,State government,Subsidiary services to education,Latvia,,,,,
Million euro,State government,Subsidiary services to education,Malta,,,,,
Million euro,State government,Subsidiary services to education,Netherlands,,,,,
Million euro,State government,Subsidiary services to education,Norway,,,,,
Million euro,State government,Subsidiary services to education,Poland,,,,,
Million euro,State government,Subsidiary services to education,Portugal,,,,,
Million euro,State government,Subsidiary services to education,Romania,,,,,
Million euro,State government,Subsidiary services to education,Sweden,,,,,
Million euro,State government,Subsidiary services to education,Slovenia,,,,,
Million euro,State government,Subsidiary services to education,Slovakia,,,,,
Million euro,State government,Social protection,Austria,7792.0,8070.0,8431.0,8654.0,9388.0
Million euro,State government,Social protection,Belgium,21150.0,22499.0,23171.0,25149.0,25738.0
Million euro,State government,Social protection,Bulgaria,,,,,
Million euro,State government,Social protection,Switzerland,17478.0,18086.0,24513.0,19579.0,23064.0
