,coicop,country,year,month,value
4925808,Health,Slovakia,2020,03,1.2
4925813,"Medical products, appliances and equipment",Albania,2020,03,-0.8 d
4925814,"Medical products, appliances and equipment",Austria,2020,03,2.8
4925815,"Medical products, appliances and equipment",Belgium,2020,03,0.0
4925816,"Medical products, appliances and equipment",Bulgaria,2020,03,3.1
4925817,"Medical products, appliances and equipment",Switzerland,2020,03,-2.3
4925818,"Medical products, appliances and equipment",Cyprus,2020,03,-0.4
4925820,"Medical products, appliances and equipment",Germany,2020,03,0.8
4925821,"Medical products, appliances and equipment",Denmark,2020,03,2.0
4925825,"Medical products, appliances and equipment",Estonia,2020,03,1.7
4925827,"Medical products, appliances and equipment",Greece,2020,03,3.9
4925828,"Medical products, appliances and equipment",Spain,2020,03,-0.3
4925832,"Medical products, appliances and equipment",Finland,2020,03,0.7
4925833,"Medical products, appliances and equipment",France,2020,03,-0.6
4925834,"Medical products, appliances and equipment",Croatia,2020,03,1.3
4925835,"Medical products, appliances and equipment",Hungary,2020,03,3.0
4925836,"Medical products, appliances and equipment",Ireland,2020,03,0.8
4925837,"Medical products, appliances and equipment",Iceland,2020,03,0.4
4925838,"Medical products, appliances and equipment",Italy,2020,03,0.7
4925839,"Medical products, appliances and equipment",Lithuania,2020,03,2.2
4925840,"Medical products, appliances and equipment",Luxembourg,2020,03,-0.4
4925841,"Medical products, appliances and equipment",Latvia,2020,03,1.2
4925842,"Medical products, appliances and equipment",Montenegro,2020,03,1.1 d
4925843,"Medical products, appliances and equipment",North Macedonia,2020,03,0.6 d
4925844,"Medical products, appliances and equipment",Malta,2020,03,0.9
4925845,"Medical products, appliances and equipment",Netherlands,2020,03,0.7
4925846,"Medical products, appliances and equipment",Norway,2020,03,2.5
4925847,"Medical products, appliances and equipment",Poland,2020,03,3.6
4925848,"Medical products, appliances and equipment",Portugal,2020,03,1.1
4925849,"Medical products, appliances and equipment",Romania,2020,03,1.5
4925850,"Medical products, appliances and equipment",Serbia,2020,03,0.9 d
4925851,"Medical products, appliances and equipment",Sweden,2020,03,1.1
4925852,"Medical products, appliances and equipment",Slovenia,2020,03,-0.7
4925853,"Medical products, appliances and equipment",Slovakia,2020,03,1.2
4926644,Transport,Albania,2020,03,1.5 d
4926645,Transport,Austria,2020,03,-0.2
4926646,Transport,Belgium,2020,03,-0.7
4926647,Transport,Bulgaria,2020,03,-0.9
4926648,Transport,Switzerland,2020,03,-1.3
4926649,Transport,Cyprus,2020,03,-2.0
4926651,Transport,Germany,2020,03,0.4
4926652,Transport,Denmark,2020,03,-0.9
4926656,Transport,Estonia,2020,03,0.3
4926658,Transport,Greece,2020,03,-0.7
4926659,Transport,Spain,2020,03,-2.3
4926663,Transport,Finland,2020,03,-1.2
4926664,Transport,France,2020,03,-1.5
4926665,Transport,Croatia,2020,03,-3.3
4926666,Transport,Hungary,2020,03,-0.7
4926667,Transport,Ireland,2020,03,1.9
4926668,Transport,Iceland,2020,03,-1.2
4926669,Transport,Italy,2020,03,-0.3
4926670,Transport,Lithuania,2020,03,0.5
4926671,Transport,Luxembourg,2020,03,-4.0
4926672,Transport,Latvia,2020,03,-1.0
4926673,Transport,Montenegro,2020,03,-2.9 d
4926674,Transport,North Macedonia,2020,03,0.2 d
4926675,Transport,Malta,2020,03,2.2
4926676,Transport,Netherlands,2020,03,1.0
4926677,Transport,Norway,2020,03,1.4
4926678,Transport,Poland,2020,03,-0.1
4926679,Transport,Portugal,2020,03,-1.6
4926680,Transport,Romania,2020,03,-3.9
4926681,Transport,Serbia,2020,03,-1.2 d
4926682,Transport,Sweden,2020,03,2.1
4926683,Transport,Slovenia,2020,03,-1.4
4926684,Transport,Slovakia,2020,03,-1.9
4927196,Fuels and lubricants for personal transport equipment,Albania,2020,03,-4.0 d
4927197,Fuels and lubricants for personal transport equipment,Austria,2020,03,-8.2
4927198,Fuels and lubricants for personal transport equipment,Belgium,2020,03,-8.3
4927199,Fuels and lubricants for personal transport equipment,Bulgaria,2020,03,-2.2
4927200,Fuels and lubricants for personal transport equipment,Switzerland,2020,03,-5.4
4927201,Fuels and lubricants for personal transport equipment,Cyprus,2020,03,-0.8
4927203,Fuels and lubricants for personal transport equipment,Germany,2020,03,-3.1
4927204,Fuels and lubricants for personal transport equipment,Denmark,2020,03,-9.1
4927208,Fuels and lubricants for personal transport equipment,Estonia,2020,03,-0.8
4927210,Fuels and lubricants for personal transport equipment,Greece,2020,03,-4.2
4927211,Fuels and lubricants for personal transport equipment,Spain,2020,03,-7.4
4927215,Fuels and lubricants for personal transport equipment,Finland,2020,03,-4.6
4927216,Fuels and lubricants for personal transport equipment,France,2020,03,-8.5
4927217,Fuels and lubricants for personal transport equipment,Croatia,2020,03,-8.1
4927218,Fuels and lubricants for personal transport equipment,Hungary,2020,03,-2.1
4927219,Fuels and lubricants for personal transport equipment,Ireland,2020,03,2.2
4927220,Fuels and lubricants for personal transport equipment,Iceland,2020,03,-1.4
4927221,Fuels and lubricants for personal transport equipment,Italy,2020,03,-3.2
4927222,Fuels and lubricants for personal transport equipment,Lithuania,2020,03,-3.2
4927223,Fuels and lubricants for personal transport equipment,Luxembourg,2020,03,-7.1
4927224,Fuels and lubricants for personal transport equipment,Latvia,2020,03,-4.7
4927225,Fuels and lubricants for personal transport equipment,Montenegro,2020,03,-8.0 d
4927226,Fuels and lubricants for personal transport equipment,North Macedonia,2020,03,-7.1 d
4927227,Fuels and lubricants for personal transport equipment,Malta,2020,03,3.8
4927228,Fuels and lubricants for personal transport equipment,Netherlands,2020,03,-4.1
4927229,Fuels and lubricants for personal transport equipment,Norway,2020,03,-2.4
4927230,Fuels and lubricants for personal transport equipment,Poland,2020,03,-2.9
4927231,Fuels and lubricants for personal transport equipment,Portugal,2020,03,-5.4
4927232,Fuels and lubricants for personal transport equipment,Romania,2020,03,-11.4
4927233,Fuels and lubricants for personal transport equipment,Serbia,2020,03,-2.2 d
4927234,Fuels and lubricants for personal transport equipment,Sweden,2020,03,-8.7
4927235,Fuels and lubricants for personal transport equipment,Slovenia,2020,03,-3.0
4927236,Fuels and lubricants for personal transport equipment,Slovakia,2020,03,-7.8
4928179,Communications,Albania,2020,03,-0.4 d
4928180,Communications,Austria,2020,03,-4.3
4928181,Communications,Belgium,2020,03,-1.4
4928182,Communications,Bulgaria,2020,03,-3.2
4928183,Communications,Switzerland,2020,03,0.0
4928184,Communications,Cyprus,2020,03,4.1
4928186,Communications,Germany,2020,03,-0.7
4928187,Communications,Denmark,2020,03,-1.6
4928191,Communications,Estonia,2020,03,-1.3
4928193,Communications,Greece,2020,03,-1.7
4928194,Communications,Spain,2020,03,0.8
4928198,Communications,Finland,2020,03,0.1
4928199,Communications,France,2020,03,0.7
4928200,Communications,Croatia,2020,03,0.4
4928201,Communications,Hungary,2020,03,2.5
4928202,Communications,Ireland,2020,03,-8.6
4928203,Communications,Iceland,2020,03,-3.8
4928204,Communications,Italy,2020,03,-5.8
4928205,Communications,Lithuania,2020,03,-0.4
4928206,Communications,Luxembourg,2020,03,-2.7
4928207,Communications,Latvia,2020,03,1.2
4928208,Communications,Montenegro,2020,03,-0.6 d
4928209,Communications,North Macedonia,2020,03,-0.2 d
4928210,Communications,Malta,2020,03,0.0
4928211,Communications,Netherlands,2020,03,-1.1
4928212,Communications,Norway,2020,03,6.1
4928213,Communications,Poland,2020,03,2.5
4928214,Communications,Portugal,2020,03,-4.3
4928215,Communications,Romania,2020,03,4.0
4928216,Communications,Serbia,2020,03,5.5 d
4928217,Communications,Sweden,2020,03,-2.0
4928218,Communications,Slovenia,2020,03,-2.0
4928219,Communications,Slovakia,2020,03,2.1
4931513,Education,Albania,2020,03,0.1 d
4931514,Education,Austria,2020,03,2.1
4931515,Education,Belgium,2020,03,1.5
4931516,Education,Bulgaria,2020,03,3.1
4931517,Education,Switzerland,2020,03,0.9
4931518,Education,Cyprus,2020,03,1.7
4931520,Education,Germany,2020,03,-2.0
4931521,Education,Denmark,2020,03,1.8
4931525,Education,Estonia,2020,03,-8.1
4931527,Education,Greece,2020,03,0.5
4931528,Education,Spain,2020,03,0.9
4931532,Education,Finland,2020,03,0.7
4931533,Education,France,2020,03,2.2
4931534,Education,Croatia,2020,03,-0.6
4931535,Education,Hungary,2020,03,3.6
4931536,Education,Ireland,2020,03,4.1
4931537,Education,Iceland,2020,03,2.5
4931538,Education,Italy,2020,03,1.2 u
4931539,Education,Lithuania,2020,03,8.3
4931540,Education,Luxembourg,2020,03,1.0
4931541,Education,Latvia,2020,03,-0.5
4931542,Education,Montenegro,2020,03,0.1 d
4931543,Education,North Macedonia,2020,03,0.2 d
4931544,Education,Malta,2020,03,2.4
4931545,Education,Netherlands,2020,03,0.2
4931546,Education,Norway,2020,03,3.5
4931547,Education,Poland,2020,03,4.4
4931548,Education,Portugal,2020,03,-0.6
4931549,Education,Romania,2020,03,3.3
4931550,Education,Serbia,2020,03,1.1 d
4931551,Education,Sweden,2020,03,3.5
4931552,Education,Slovenia,2020,03,3.6
4931553,Education,Slovakia,2020,03,5.0
4931784,Restaurants and hotels,Albania,2020,03,0.4 d
4931785,Restaurants and hotels,Austria,2020,03,3.3
4931786,Restaurants and hotels,Belgium,2020,03,1.8
4931787,Restaurants and hotels,Bulgaria,2020,03,5.0
4931788,Restaurants and hotels,Switzerland,2020,03,-0.1
4931789,Restaurants and hotels,Cyprus,2020,03,-0.9
4931791,Restaurants and hotels,Germany,2020,03,2.7
4931792,Restaurants and hotels,Denmark,2020,03,1.3
4931796,Restaurants and hotels,Estonia,2020,03,2.4
4931798,Restaurants and hotels,Greece,2020,03,0.6
4931799,Restaurants and hotels,Spain,2020,03,2.0
4931803,Restaurants and hotels,Finland,2020,03,1.3
4931804,Restaurants and hotels,France,2020,03,1.5
4931805,Restaurants and hotels,Croatia,2020,03,1.8
4931806,Restaurants and hotels,Hungary,2020,03,7.0
4931807,Restaurants and hotels,Ireland,2020,03,1.0
4931808,Restaurants and hotels,Iceland,2020,03,-1.1
4931809,Restaurants and hotels,Italy,2020,03,0.8 u
4931810,Restaurants and hotels,Lithuania,2020,03,4.8
4931811,Restaurants and hotels,Luxembourg,2020,03,2.3
4931812,Restaurants and hotels,Latvia,2020,03,2.2
4931813,Restaurants and hotels,Montenegro,2020,03,0.8 d
4931814,Restaurants and hotels,North Macedonia,2020,03,1.0 du
4931815,Restaurants and hotels,Malta,2020,03,1.2
4931816,Restaurants and hotels,Netherlands,2020,03,1.2
4931817,Restaurants and hotels,Norway,2020,03,1.7
4931818,Restaurants and hotels,Poland,2020,03,7.1
4931819,Restaurants and hotels,Portugal,2020,03,1.9
4931820,Restaurants and hotels,Romania,2020,03,3.6
4931821,Restaurants and hotels,Serbia,2020,03,1.5 d
4931822,Restaurants and hotels,Sweden,2020,03,2.3
4931823,Restaurants and hotels,Slovenia,2020,03,2.9
4931824,Restaurants and hotels,Slovakia,2020,03,1.8
4932041,Accommodation services,Albania,2020,03,0.5 d
4932042,Accommodation services,Austria,2020,03,2.7
4932043,Accommodation services,Belgium,2020,03,-3.0
4932044,Accommodation services,Bulgaria,2020,03,2.7
4932045,Accommodation services,Switzerland,2020,03,-2.9
4932046,Accommodation services,Cyprus,2020,03,-11.3
4932048,Accommodation services,Germany,2020,03,1.6
4932049,Accommodation services,Denmark,2020,03,-4.3
4932053,Accommodation services,Estonia,2020,03,-0.8
4932055,Accommodation services,Greece,2020,03,0.6 u
4932056,Accommodation services,Spain,2020,03,3.1
4932060,Accommodation services,Finland,2020,03,3.3
4932061,Accommodation services,France,2020,03,1.6
4932062,Accommodation services,Croatia,2020,03,0.5
4932063,Accommodation services,Hungary,2020,03,8.1
4932064,Accommodation services,Ireland,2020,03,-1.1
4932065,Accommodation services,Iceland,2020,03,-4.8
4932066,Accommodation services,Italy,2020,03,-1.0 u
4932067,Accommodation services,Lithuania,2020,03,-0.1
4932068,Accommodation services,Luxembourg,2020,03,2.5
4932069,Accommodation services,Latvia,2020,03,-4.3
4932070,Accommodation services,Montenegro,2020,03,2.1 d
4932071,Accommodation services,North Macedonia,2020,03,0.7 d
4932072,Accommodation services,Malta,2020,03,-0.5
4932073,Accommodation services,Netherlands,2020,03,-2.5
4932074,Accommodation services,Norway,2020,03,-5.0
4932075,Accommodation services,Poland,2020,03,3.0
4932076,Accommodation services,Portugal,2020,03,1.1
4932077,Accommodation services,Romania,2020,03,3.9
4932078,Accommodation services,Serbia,2020,03,-2.1 d
4932079,Accommodation services,Sweden,2020,03,-0.6
4932080,Accommodation services,Slovenia,2020,03,0.3
4932081,Accommodation services,Slovakia,2020,03,3.3
4935708,All-items HICP,Albania,2020,04,2.3 d
4935709,All-items HICP,Austria,2020,04,1.5
4935710,All-items HICP,Belgium,2020,04,0.0
4935711,All-items HICP,Bulgaria,2020,04,1.3
4935712,All-items HICP,Switzerland,2020,04,-1.0
4935713,All-items HICP,Cyprus,2020,04,-1.2
4935715,All-items HICP,Germany,2020,04,0.8
4935716,All-items HICP,Denmark,2020,04,-0.1
4935720,All-items HICP,Estonia,2020,04,-0.9
4935722,All-items HICP,Greece,2020,04,-0.9
4935723,All-items HICP,Spain,2020,04,-0.7
4935727,All-items HICP,Finland,2020,04,-0.3
4935728,All-items HICP,France,2020,04,0.4
4935729,All-items HICP,Croatia,2020,04,-0.1
4935730,All-items HICP,Hungary,2020,04,2.5
4935731,All-items HICP,Ireland,2020,04,-0.3
4935732,All-items HICP,Iceland,2020,04,-0.1
4935733,All-items HICP,Italy,2020,04,0.1
4935734,All-items HICP,Lithuania,2020,04,0.9
4935735,All-items HICP,Luxembourg,2020,04,-0.8
4935736,All-items HICP,Latvia,2020,04,-0.1
4935737,All-items HICP,Montenegro,2020,04,-0.8 d
4935738,All-items HICP,North Macedonia,2020,04,-0.7 d
4935739,All-items HICP,Malta,2020,04,1.1
4935740,All-items HICP,Netherlands,2020,04,1.0
4935741,All-items HICP,Norway,2020,04,0.6
4935742,All-items HICP,Poland,2020,04,2.9
4935743,All-items HICP,Portugal,2020,04,-0.1
4935744,All-items HICP,Romania,2020,04,2.3
4935745,All-items HICP,Serbia,2020,04,1.2 d
4935746,All-items HICP,Sweden,2020,04,-0.2
4935747,All-items HICP,Slovenia,2020,04,-1.3
4935748,All-items HICP,Slovakia,2020,04,2.1
4935753,Food and non-alcoholic beverages,Albania,2020,04,5.7 d
4935754,Food and non-alcoholic beverages,Austria,2020,04,2.7
4935755,Food and non-alcoholic beverages,Belgium,2020,04,3.3
4935756,Food and non-alcoholic beverages,Bulgaria,2020,04,6.1
4935757,Food and non-alcoholic beverages,Switzerland,2020,04,0.3
4935758,Food and non-alcoholic beverages,Cyprus,2020,04,-0.6
4935760,Food and non-alcoholic beverages,Germany,2020,04,4.6
4935761,Food and non-alcoholic beverages,Denmark,2020,04,1.5
4935765,Food and non-alcoholic beverages,Estonia,2020,04,2.8
4935767,Food and non-alcoholic beverages,Greece,2020,04,1.1
4935768,Food and non-alcoholic beverages,Spain,2020,04,4.0
4935772,Food and non-alcoholic beverages,Finland,2020,04,1.0
4935773,Food and non-alcoholic beverages,France,2020,04,4.1
4935774,Food and non-alcoholic beverages,Croatia,2020,04,3.6
4935775,Food and non-alcoholic beverages,Hungary,2020,04,8.9 u
4935776,Food and non-alcoholic beverages,Ireland,2020,04,-1.3
4935777,Food and non-alcoholic beverages,Iceland,2020,04,3.8
4935778,Food and non-alcoholic beverages,Italy,2020,04,3.0
4935779,Food and non-alcoholic beverages,Lithuania,2020,04,3.8
4935780,Food and non-alcoholic beverages,Luxembourg,2020,04,3.9
4935781,Food and non-alcoholic beverages,Latvia,2020,04,3.4
4935782,Food and non-alcoholic beverages,Montenegro,2020,04,0.6 d
4935783,Food and non-alcoholic beverages,North Macedonia,2020,04,-0.4 d
4935784,Food and non-alcoholic beverages,Malta,2020,04,3.2
4935785,Food and non-alcoholic beverages,Netherlands,2020,04,3.4
4935786,Food and non-alcoholic beverages,Norway,2020,04,4.4
4935787,Food and non-alcoholic beverages,Poland,2020,04,7.2
4935788,Food and non-alcoholic beverages,Portugal,2020,04,3.8 u
4935789,Food and non-alcoholic beverages,Romania,2020,04,5.8
4935790,Food and non-alcoholic beverages,Serbia,2020,04,1.8 d
4935791,Food and non-alcoholic beverages,Sweden,2020,04,3.4
4935792,Food and non-alcoholic beverages,Slovenia,2020,04,4.6
4935793,Food and non-alcoholic beverages,Slovakia,2020,04,4.3
4938795,"Alcoholic beverages, tobacco and narcotics",Albania,2020,04,1.0 d
4938796,"Alcoholic beverages, tobacco and narcotics",Austria,2020,04,1.8
4938797,"Alcoholic beverages, tobacco and narcotics",Belgium,2020,04,3.3
4938798,"Alcoholic beverages, tobacco and narcotics",Bulgaria,2020,04,2.3
4938799,"Alcoholic beverages, tobacco and narcotics",Switzerland,2020,04,1.0
4938800,"Alcoholic beverages, tobacco and narcotics",Cyprus,2020,04,-1.0
4938802,"Alcoholic beverages, tobacco and narcotics",Germany,2020,04,2.4
4938803,"Alcoholic beverages, tobacco and narcotics",Denmark,2020,04,0.2
4938807,"Alcoholic beverages, tobacco and narcotics",Estonia,2020,04,-3.3
4938809,"Alcoholic beverages, tobacco and narcotics",Greece,2020,04,0.0
4938810,"Alcoholic beverages, tobacco and narcotics",Spain,2020,04,0.7
4938814,"Alcoholic beverages, tobacco and narcotics",Finland,2020,04,3.8
4938815,"Alcoholic beverages, tobacco and narcotics",France,2020,04,7.3
4938816,"Alcoholic beverages, tobacco and narcotics",Croatia,2020,04,3.8
4938817,"Alcoholic beverages, tobacco and narcotics",Hungary,2020,04,7.5
4938818,"Alcoholic beverages, tobacco and narcotics",Ireland,2020,04,3.9
4938819,"Alcoholic beverages, tobacco and narcotics",Iceland,2020,04,4.0
4938820,"Alcoholic beverages, tobacco and narcotics",Italy,2020,04,2.3
4938821,"Alcoholic beverages, tobacco and narcotics",Lithuania,2020,04,4.0
4938822,"Alcoholic beverages, tobacco and narcotics",Luxembourg,2020,04,1.6
4938823,"Alcoholic beverages, tobacco and narcotics",Latvia,2020,04,1.6
4938824,"Alcoholic beverages, tobacco and narcotics",Montenegro,2020,04,2.6 d
4938825,"Alcoholic beverages, tobacco and narcotics",North Macedonia,2020,04,3.6 d
4938826,"Alcoholic beverages, tobacco and narcotics",Malta,2020,04,0.2
4938827,"Alcoholic beverages, tobacco and narcotics",Netherlands,2020,04,1.9
4938828,"Alcoholic beverages, tobacco and narcotics",Norway,2020,04,2.3
4938829,"Alcoholic beverages, tobacco and narcotics",Poland,2020,04,5.1
4938830,"Alcoholic beverages, tobacco and narcotics",Portugal,2020,04,0.4
4938831,"Alcoholic beverages, tobacco and narcotics",Romania,2020,04,6.5
4938832,"Alcoholic beverages, tobacco and narcotics",Serbia,2020,04,5.3 d
4938833,"Alcoholic beverages, tobacco and narcotics",Sweden,2020,04,1.7
